X,Y,OBJECTID,DESCRIPTION,IDENTIFIER,LATITUDE,LONGITUDE
-86.158779920569756,39.726019748413883,19329,Meridian St & Yoke St,53294,397260122,-861587748
-86.158829220875518,39.728720049000692,19330,Meridian St & Bakemeyer St,53295,397287125,-861588241
-86.158868821109266,39.730614349339355,19331,Meridian St & Pleasant Run Pkwy S Dr,53297,397306068,-861588637
-86.158926621264897,39.733524649883847,19332,Meridian St & Glendale Ave,53298,397335171,-861589215
-86.158965621490481,39.735843150292112,19333,Meridian St & Tabor St,53300,397358356,-861589605
-86.158997621649689,39.737547650540321,19334,Meridian St & Raymond St,53301,397375401,-861589925
-86.159010221716784,39.738813850800511,19335,Meridian St & LeGrande Ave,53302,397388063,-861590051
-86.159037721951847,39.740182651000708,19336,Meridian St & Frank St,53303,397401751,-861590326
-86.159050222157404,39.742873551504587,19337,Meridian St & Caven St,53305,397428660,-861590451
-86.159069522323676,39.744320251854262,19338,Meridian St & Minnesota St,53306,397443127,-861590644
-86.159061722476636,39.746418652189135,19339,Meridian St & Palmer St,53307,397464111,-861590566
-86.159082922565233,39.748670352577079,19340,Meridian St & Arizona St,53308,397486628,-861590778
-86.159089322809152,39.750195052842841,19341,Meridian St & Orange St,53309,397501875,-861590842
-86.159131323027452,39.752501153297224,19342,Meridian St & Wilkins St,53310,397524936,-861591262
-86.159161423099562,39.753989653618987,19343,Meridian St & Ray St,53311,397539821,-861591563
-86.123297509920747,39.723085049709681,19344,Troy Ave & Harlan St,53316,397230775,-861232924
-86.124937610424695,39.723148549590306,19345,Troy Ave & Villa Ave,53317,397231410,-861249325
-86.082589595629926,39.693902846315474,19346,Emerson Ave & Thompson Rd,53319,396938953,-860825845
-86.082656195254373,39.690599845682421,19347,Emerson Ave & Emerson Village Dr,53320,396905923,-860826511
-86.082638394943771,39.68593434491099,19348,Emerson Ave & Coventry Park Blvd,53321,396859268,-860826333
-86.082597194525135,39.680852143865934,19349,Emerson Ave & Edgewood Ave,53322,396808446,-860825921
-86.08262239407162,39.676277143034326,19350,Emerson Ave & Amerley Dr,53323,396762696,-860826173
-86.082619493675921,39.671282542204473,19351,Emerson Ave & Silver Creek Dr,53324,396712750,-860826144
-86.082638393507409,39.668751341652865,19352,Emerson Ave & Southport Rd,53325,396687438,-860826333
-86.0825078930324,39.664193140863752,19353,Emerson Ave & Southport Rd,53326,396641856,-860825028
-86.082617692494168,39.656397839460304,19354,Emerson Ave & Rosegate,53327,396563903,-860826126
-86.082743692276026,39.654020638933744,19355,Emerson Ave & McFarland Blvd,53328,396540131,-860827386
-86.082766692200167,39.652537138680877,19356,Emerson Ave & McFarland Ln,53329,396525296,-860827616
-86.082737391849435,39.648543638001833,19357,Emerson Ave & Brookfield Dr,53330,396485361,-860827323
-86.082736391658599,39.645685037366896,19358,Emerson Ave & Heathwood Dr,53331,396456775,-860827313
-86.082807891022014,39.638495636119906,19359,Emerson Ave & County Line Rd - Kroger,53332,396384881,-860828028
-86.082643990890773,39.637578935981409,19360,Emerson Ave & County Line Rd,53334,396375714,-860826389
-86.082602891598611,39.645239937289283,19361,Emerson Ave & Heathwood Dr,53335,396452324,-860825978
-86.082604591870748,39.648571837942704,19362,Emerson Ave & Stop 11 Rd,53336,396485643,-860825995
-86.082577692167035,39.652295338602585,19363,Emerson Ave & Stop 11 Rd,53337,396522878,-860825726
-86.082593092323719,39.654134038981546,19364,Emerson Ave & Commerce Square,53338,396541265,-860825880
-86.082442392438992,39.656556539471183,19365,Emerson Ave & Rosegate,53339,396565490,-860824373
-86.082289393040114,39.664084040785923,19366,Emerson Ave & Company Dr,53340,396640765,-860822843
-86.082465293471913,39.66867214170054,19367,Emerson Ave & Southport Rd,53341,396686646,-860824602
-86.082500193632953,39.671481442250773,19368,Emerson Ave & Silver Creek Dr,53342,396714739,-860824951
-86.242799058889204,39.888226174057017,19369,Georgetown Rd - 7575 N,52738,398882186,-862427939
-86.241083558948787,39.894351675283019,19370,Georgetown Rd - 7747 N,52741,398943441,-862410784
-86.241629659261733,39.896767375678735,19371,79th St & Georgetown Rd,52742,398967598,-862416245
-86.246476060708474,39.896624675358183,19372,79th St - 5022 W,52743,398966171,-862464709
-86.249889961668259,39.896546175217395,19373,79th St & Allison Ave,52744,398965386,-862498848
-86.250104262111421,39.900044475908949,19374,Allison Ave & 81st St,52745,399000369,-862500991
-86.255164563569565,39.900204575640409,19375,81st St & Norfolk St,52746,399001970,-862551594
-86.255186963824116,39.90241787606756,19376,Norfolk St - 8178 N,52747,399024103,-862551818
-86.255200664107406,39.906852576887232,19377,Norfolk St & 84th St,52748,399068450,-862551955
-86.256567964682887,39.908956577201337,19378,Moller Rd & 86th St,52749,399089490,-862565628
-86.259955165840296,39.909751177097853,19379,Zionsville Rd & 86th St,52750,399097436,-862599500
-86.259930465619973,39.906689976570455,19380,Zionsville Rd & 84th St,52751,399066824,-862599253
-86.259930865485671,39.905429176302604,19381,Zionsville Rd - 8260 N,52752,399054216,-862599257
-86.259932765202095,39.902462875818067,19382,Zionsville Rd & 82nd St,52753,399024553,-862599276
-86.259923564913876,39.898787175170177,19383,Zionsville Rd & 80th St,52755,398987796,-862599184
-86.259894964647643,39.89580717455798,19384,Zionsville Rd & 79th St,52756,398957996,-862598898
-86.259873164495559,39.893646774161667,19385,Zionsville Rd - 7736 N,52757,398936392,-862598680
-86.259874664173367,39.890690173660026,19386,Zionsville Rd & 76th St,52758,398906826,-862598695
-86.260472964084002,39.887446573062086,19387,Zionsville Rd & 74th St,52759,398874390,-862604678
-86.263445664987671,39.887375972812364,19388,74th St - 5800 W,52760,398873684,-862634405
-86.26674976590634,39.887323272650143,19389,74th St & Woodland Dr,52761,398873157,-862667446
-86.26699096584511,39.885725472433279,19390,Woodland Dr - 7330 N,52762,398857179,-862669858
-86.26605596543844,39.883708572071569,19391,Woodland Dr - 7223 N,52767,398837010,-862660508
-86.266969165967893,39.887087572667035,19392,Woodland Dr & 74th St,52768,398870800,-862669640
-86.262219764557628,39.887352572875479,19393,74th St -5601 W,52769,398873450,-862622146
-86.259737464150959,39.890618373625266,19394,Zionsville Rd & 76th St,52770,398906108,-862597323
-86.259704064392679,39.893939174218417,19395,Zionsville Rd - 7750 N,52771,398939316,-862596989
-86.259775765055565,39.902094475786519,19396,Zionsville Rd & 82nd St,52773,399020869,-862597706
-86.259749865391541,39.904729976277693,19397,Zionsville Rd - 8269 N,52774,399047224,-862597447
-86.259753365625869,39.9073559767074,19398,Zionsville Rd & 84th St,52775,399073484,-862597482
-86.258786765495969,39.91061167740488,19399,86th St & Zionsville Rd,52776,399106041,-862587816
-86.25669536488013,39.909253077186229,19400,Moller Rd & 86th St,52777,399092455,-862566902
-86.255241364122028,39.906313876784445,19401,Norfolk St & 84th St,52778,399063063,-862552362
-86.255245963792831,39.902479976014931,19402,Norfolk St - 8177 N,52779,399024724,-862552408
-86.255241063594838,39.900267075622558,19403,Norfok St & 81st St,52780,399002595,-862552359
-86.250172961867847,39.897031975302063,19404,Allison Ave & 79th St,52781,398970244,-862501678
-86.246473160741971,39.896553875400173,19405,79th St - 5045 W,52782,398965463,-862464680
-86.241710859336649,39.896687375664257,19406,79th St & Georgetown Rd,52783,398966798,-862417057
-86.241170159046106,39.894552975327841,19407,Georgetown Rd & 79th St,52784,398945454,-862411650
-86.241760159089196,39.892860974936305,19408,Georgetown Rd & 78th St,52785,398928534,-862417550
-86.242919159059625,39.888289274003633,19409,Georgetown Rd - 7520 N,52786,398882817,-862429140
-86.243678958911374,39.885135773465741,19410,Georgetown Rd - 7270 N,52787,398851282,-862436738
-86.244319558844452,39.881447572722131,19411,Georgetown Rd & 71st St,52788,398814400,-862443144
-86.24443025867663,39.879152372262723,19412,Georgetown Rd & Oakwood Trail,52789,398791448,-862444251
-86.244556258446281,39.876872571831825,19413,Georgetown Rd - 6702 N,52790,398768650,-862445511
-86.244580958341672,39.874686671502971,19414,Georgetown Rd & Potmac Square Dr,52791,398746791,-862445758
-86.306233364772467,39.735463542871493,19415,Washington St - 8201 W,50883,397354560,-863062282
-86.306321064749753,39.735746542833333,19416,Washington St - 8202 W,50884,397357390,-863063159
-86.214905041642567,39.780561655668805,19417,10th St & Tibbs Avenue,11066,397805541,-862148999
-86.146950019975378,39.758972655070352,19418,Virginia Ave & Merrill St,12659,397589651,-861469449
-86.187412132424086,39.766828254559854,19419,Harding Street & Washington Street,50885,397668207,-861874070
-86.082771599367675,39.738534554566066,19420,Emerson Ave & Raymond St,53163,397385270,-860827665
-86.08256789925106,39.73872555455867,19421,Emerson Ave & Raymond St,53164,397387180,-860825628
-86.26356126712048,39.913495377584269,19422,Traders Point,86001,399134878,-862635561
-86.24020826012773,39.911346878466496,19423,86th St & Georgetown Rd,86002,399113393,-862402031
-86.225887555937163,39.911524979193601,19424,86ht St & Payne Rd,86003,399115174,-862258824
-86.221733754717079,39.911574879444451,19425,86thSt & Michigan Rd,86004,399115673,-862217286
-86.183450043543317,39.912135781459547,19426,86th St & Ditch Rd,86005,399121282,-861834449
-86.178890842133484,39.912209081630245,19427,1100 West 86th St,86006,399122015,-861788857
-86.164527238004013,39.912344882453183,19428,86th St & Spring Mill Rd,86007,399123373,-861645221
-86.157178735894306,39.912349582744262,19429,86th St & Meridian St,86008,399123420,-861571736
-86.107710421146692,39.911164785047973,19430,82nd St & River Crossing Blvd,86010,399111572,-861077053
-86.100028218621773,39.908251684883503,19431,3901 East 82nd St,86011,399082441,-861000231
-86.094583917005181,39.906818684932695,19432,82nd St & Raquet Sq Dr,86012,399068111,-860945788
-86.089197515314297,39.905619284921279,19433,82nd St & Statesman Dr,86013,399056117,-860891924
-86.082666313269328,39.904979685144376,19434,82nd St & Allison Pointe Blvd,86014,399049721,-860826612
-86.075354911197522,39.905021385466377,19435,5501 E 82nd St,86015,399050138,-860753498
-86.074274410870387,39.905256385579158,19436,5500 E 82nd St,86016,399052488,-860742693
-86.081984913147906,39.905203085175785,19437,82nd St & Allison Pointe Blvd,86017,399051955,-860819798
-86.088707215111953,39.90575768504452,19438,82nd St & Statemans Dr,86018,399057501,-860887021
-86.094732316950541,39.90706788493798,19439,82nd St & Raquet Sq Dr,86019,399070603,-860947272
-86.09968621857341,39.90835128491549,19440,82nd St & Dean Rd,86020,399083437,-860996811
-86.107103621022986,39.911195685120667,19441,86th St & River Crossing Blvd,86021,399111881,-861070985
-86.146323332688539,39.912625183324309,19442,86th St & College Av,86022,399126176,-861463182
-86.158657836224407,39.912569682725469,19443,86th St & Meridian St,86023,399125621,-861586527
-86.164029737812385,39.912522082480002,19444,86th St & Spring Mill Rd,86024,399125145,-861640246
-86.17926924237976,39.912383681610358,19445,1100 West 86th St,86025,399123761,-861792641
-86.183017743423392,39.912331481424062,19446,86th St & Ditch Rd,86026,399123239,-861830126
-86.221728954779735,39.911802379477791,19447,86th St & Michigan Rd,86027,399117948,-862217238
-86.22590935595214,39.911767879209393,19448,86th St & Payne Rd,86028,399117603,-862259042
-86.240555760296957,39.911600678397107,19449,86th St & Georgetown Rd,86029,399115931,-862405506
-86.256476564853017,39.910955677539789,19450,86th St & Moller Rd,86030,399109481,-862564714
-86.261113066223317,39.910840377315381,19451,86th St & Zionsville Rd,86031,399108328,-862611079
-86.072374699860347,39.781668363054955,19452,10th St & Layman Ave,51151,397816608,-860723696
-85.992037979431259,39.82042777416094,19453,3500 N Mitthoefer,10269,398204202,-859920329
-86.111257522134792,39.910822784831957,19454,Keystone Crossing - 8504 N,11919,399108152,-861112524
-86.111273822143005,39.910646784798836,19455,Keystone Crossing - 8505 N,11920,399106392,-861112687
-86.009866380811133,39.774041564717407,19456,Washington St & Post Rd,50878,397740340,-860098613
-86.319924865873233,39.700846935777811,19457,W Perimeter Rd & Stafford Rd,50879,397008394,-863199197
-86.320350366014864,39.701312235906101,19458,W Perimeter Rd & Stafford Rd,50880,397013047,-863203452
-86.149684725393129,39.814090665147077,19459,Central Ave & 32nd St,52460,398140831,-861496796
-86.082775199647671,39.742167255244503,19460,Emerson Ave &  Iowa St,53165,397421597,-860827701
-86.283094753996167,39.687718935178104,19461,Gatwick Dr & Vedder Dr,12466,396877114,-862830896
-86.092802707138304,39.796226464633222,19462,21st St & Linwood Ave,51728,397962189,-860927976
-86.232222257761279,39.911453378785424,19463,86th St & Commerce Park,86032,399114458,-862322171
-86.233058758145262,39.911715878808351,19464,86th St & Commerce Park,86033,399117083,-862330536
-86.186546144465453,39.912094681299436,19465,86th St & Northbrook Shopping Center,86034,399120871,-861865410
-86.182920231977732,39.777323356739707,19466,Eskenazi Ave & Wishard Blvd,11067,397773158,-861829151
-86.182807231999732,39.777556156732501,19467,Eskenazi Ave & Wishard Blvd,11068,397775486,-861828021
-86.08993960332819,39.760317358243483,19573,English Ave & Drexal Ave,53498,397603098,-860899345
-86.183912732147434,39.775805156399556,19468,Fairbanks St & Eskenazi Ave,11070,397757976,-861839076
-86.185694032940859,39.778891856792818,19469,Saint Margaret's Dr & Smith Blvd,11071,397788843,-861856889
-86.185871632996495,39.778919456898095,19470,Saint Margaret's Dr & Smith Blvd,11072,397789119,-861858665
-86.157915231442757,39.857630872670327,19471,Westfield Blvd & Meridian St,52854,398576233,-861579101
-86.157615331397253,39.858174572825895,19472,Westfield Blvd & Meridian St,52855,398581670,-861576102
-86.084267900332918,39.745560355806127,19473,Southeastern Ave & Minnesota St,53167,397455528,-860842628
-86.084882100533832,39.745745455712772,19474,Southeastern Ave & Minnesota St,53168,397457379,-860848770
-86.160322224484105,39.767279356027259,19475,Washington St & Illinois St,53604,397672718,-861603171
-86.163751925587519,39.767246855754287,19476,Washington St & Senate Ave,53605,397672393,-861637468
-86.152692722310249,39.766589056277155,19477,DTC-A,90001,397665815,-861526876
-86.153061722315726,39.766552356217851,19478,DTC-B,90002,397665448,-861530566
-86.15351562243481,39.766599356231566,19479,DTC-C,90003,397665918,-861535105
-86.153736722511226,39.766613156187162,19480,DTC-D,90004,397666056,-861537316
-86.153949222678719,39.766596456150275,19481,DTC-E,90005,397665889,-861539441
-86.154195722644559,39.766550656091496,19482,DTC-F,90006,397665431,-861541906
-86.154369222729059,39.766690356183162,19483,DTC-G,90007,397666828,-861543641
-86.15417622263837,39.766454356132613,19484,DTC-H,90008,397664468,-861541711
-86.153972322622664,39.76647005608698,19485,DTC-J,90009,397664625,-861539672
-86.153726922603056,39.766518656162276,19486,DTC-K,90010,397665111,-861537218
-86.153423922521981,39.766486956201796,19487,DTC-L,90011,397664794,-861534188
-86.15317112238769,39.766506456211516,19488,DTC-M,90012,397664989,-861531660
-86.153003422328752,39.76645905621433,19489,DTC N,90013,397664515,-861529983
-86.153033022310922,39.766271056114682,19490,DTC-O,90014,397662635,-861530279
-86.153202722334115,39.76630265612296,19491,DTC-P,90015,397662951,-861531976
-86.153428422435667,39.766281356161308,19492,DTC-Q,90016,397662738,-861534233
-86.153657722575204,39.766281856109444,19493,DTC-R,90017,397662743,-861536526
-86.153924122534946,39.76627845607387,19494,DTC-S,90018,397662709,-861539190
-86.154116622678856,39.766296856119162,19495,DTC-T,90019,397662893,-861541115
-86.145864222096705,39.788456560583434,19496,16th St & College Ave,50556,397884490,-861458591
-86.151513023721591,39.788406660333891,19497,16th St & Alabama St,50557,397883991,-861515079
-86.148887722948871,39.788391860424397,19498,16th St & Central Ave,50558,397883843,-861488826
-86.026746987652018,39.796463567982379,19499,21st St & Franklin Rd,51651,397964560,-860267419
-86.149891529879184,39.867516574903057,19500,Westfield Blvd & Central Ave,52850,398675090,-861498864
-86.150141929913858,39.867395174889111,19501,Westfield Blvd & Central Ave,52851,398673876,-861501368
-86.108795295782983,39.604179228487766,19502,Rural King Greenwood,31001,396041717,-861087902
-86.188402932728422,39.766849754437509,19503,Wash-Harding Non Public Stop,50887,397668422,-861883978
-86.040876790197387,39.776968463669007,19504,300 N Shortridge Rd,55001,397769609,-860408717
-86.174414238712416,39.885865677083657,19505,Hoover Rd & 73rd St,52625,398858581,-861744091
-86.184510941610426,39.886145376618259,19506,Westlane Rd & Ditch Rd,52626,398861378,-861845058
-86.082498594197602,39.676948143226276,19507,Emerson Ave & Copper Lane,53343,396769406,-860824935
-86.082470394438502,39.681462444048925,19508,Emerson Ave & Edgewood Ave,53344,396814549,-860824653
-86.082501894989377,39.687135845076263,19509,Emerson Ave & Shelbyville Rd,53345,396871283,-860824968
-86.082460195259628,39.690388845692475,19510,Emerson Ave & Emerson Village Dr,53346,396903813,-860824551
-86.082456695410684,39.693193646204705,19511,Emerson Ave & Thompson Rd,53347,396931861,-860824516
-86.141667018343924,39.759069755415481,19512,Calvary St & Fletcher Ave,53400,397590622,-861416619
-86.13535741662119,39.759644155821974,19513,English Ave & Laurel St,53401,397596366,-861353523
-86.133936916096829,39.759655555882411,19514,English Ave & Spruce St,53402,397596480,-861339318
-86.130913915331831,39.759654556048808,19515,English Ave & State Ave,53403,397596470,-861309088
-86.127681414374024,39.759674356202211,19516,English Ave & Villa Ave,53404,397596668,-861276763
-86.126209513941703,39.759687856271306,19517,English Ave & Harlan St,53405,397596803,-861262044
-86.123858413139416,39.759726556416439,19518,English Ave & Saint Paul St,53406,397597190,-861238533
-86.121377712435546,39.759728856482695,19519,English Ave & Keystone Ave,53408,397597213,-861213726
-86.12009721203377,39.759768056590929,19520,English Ave & Trowbridge St,53409,397597605,-861200921
-86.118872711723398,39.759782656709774,19521,English Ave & Temple Ave,53410,397597751,-861188676
-86.116714611116123,39.759806256759717,19522,English Ave & Rural St,53412,397597987,-861167095
-86.102266406938142,39.759958357555789,19523,English Ave & Sherman Dr,53413,397599508,-861022613
-86.100868906437171,39.759996257604428,19524,English Ave & Bradley Ave,53414,397599887,-861008638
-86.096705805308375,39.760091057863207,19525,English Ave & Grant Ave,53416,397600835,-860967007
-86.094842004704461,39.760105757943499,19526,English Ave & Kingsbridge St,53417,397600982,-860948369
-86.09253220399053,39.760152758023686,19527,English Ave & Temperance Ave,53418,397601452,-860925271
-86.090203703378322,39.760197658133187,19528,English Ave & Dayton Ave,53420,397601901,-860901986
-86.087938202634334,39.760237858323862,19529,English Ave & Worcester Ave,53422,397602303,-860879331
-86.085015601832467,39.760281358446612,19530,English Ave & Clyde Ave,53424,397602738,-860850105
-86.082867301281453,39.760693358570606,19531,Emerson Ave & English Ave,53425,397606858,-860828622
-86.08294480138116,39.761904058831128,19532,Emerson Ave & Brookville Rd,53426,397618965,-860829397
-86.082971401493182,39.764148459280833,19533,Emerson Ave & Orion Ave,53428,397641409,-860829663
-86.082096801468495,39.765998959629371,19534,University Ave & Atherton S Dr,53430,397659914,-860820917
-86.079506200665392,39.765794059728016,19535,University Ave & Butler Ave,53432,397657865,-860795011
-86.076314499842965,39.766421060020853,19536,University Ave & Downey Ave,53434,397664135,-860763094
-86.073737098968721,39.766714160145497,19537,Unversity Ave & Ritter Ave,53435,397667066,-860737320
-86.070368397959925,39.7660816602747,19538,Irving Ct & Audubon Rd,53436,397660741,-860703633
-86.069947097660446,39.763881659836869,19539,Beechwood Ave & Audubon Rd,53437,397638741,-860699420
-86.066873896752568,39.763177159888144,19540,Beechwood Ave & Good Ave,53439,397631696,-860668688
-86.064272395858239,39.762510259876414,19541,Beechwood Ave & Arlington Ave,53441,397625027,-860642673
-86.06266389532901,39.760955659697075,19542,English Ave & Webster Ave,53442,397609481,-860626588
-86.059728594460182,39.761066159838578,19543,English Ave & Sheridan Ave,53443,397610586,-860597235
-86.054740192956316,39.761135560085101,19544,English Ave & Kitley Ave,53444,397611280,-860547351
-86.051376092028761,39.761219860320992,19545,English Ave - 6701 E,53445,397612123,-860513710
-86.047781590937873,39.761266760474527,19546,6900 E English Ave,53446,397612592,-860477765
-86.040404688831615,39.762391661048568,19547,Shortridge Rd & English Ave,53447,397623841,-860403996
-86.040436589224413,39.765876861678059,19548,Shortridge Rd & Kickapoo Trail,53449,397658693,-860404315
-86.040459789309068,39.768241662114782,19549,Shortridge Rd & Taos Trail,53451,397682341,-860404547
-86.040463989669192,39.770778362620057,19550,Shortridge Rd & Washington St,53452,397707708,-860404589
-86.040536789673425,39.771880462744591,19551,Shortridge Rd & Washington St,53454,397718729,-860405317
-86.092701204064781,39.760255658091907,19574,English Ave & Temperance Ave,53499,397602481,-860926961
-86.095359204849018,39.760211957966121,19575,English Ave & Kingbridge St,53500,397602044,-860953541
-86.097440905523229,39.76017155778748,19576,English Ave & Grant Ave,53501,397601640,-860974358
-86.100712806410201,39.760125057684888,19577,English Ave & Bradley Ave,53502,397601175,-861007077
-86.116715411058294,39.759911156812265,19578,English Ave & Rural St,53503,397599036,-861167103
-86.118533711658245,39.759858356681896,19579,English Ave & Temple Ave,53505,397598508,-861185286
-86.119849212042311,39.759860156675735,19580,English Ave & Trowbridge St,53506,397598526,-861198441
-86.121146012470291,39.759840556507598,19581,English Ave & Keystone Ave,53507,397598330,-861211409
-86.1237964132211,39.759811556453251,19582,English Ave & Saint Paul St,53508,397598040,-861237913
-86.125855913772824,39.759796056313682,19583,English Ave & Harlan St,53509,397597885,-861258508
-86.12735821416274,39.759781156230567,19584,English Ave & Villa Ave,53510,397597736,-861273531
-86.130390415110639,39.759764056103904,19585,English Ave & State Ave,53511,397597565,-861303853
-86.133743216110517,39.759747955955959,19586,English Ave & Spruce St,53513,397597404,-861337381
-86.135747916713413,39.759727455835723,19587,English Ave & Laurel St,53514,397597199,-861357428
-86.138360317402629,39.759711855629305,19588,English Ave & Leota St,53515,397597043,-861383552
-86.139686217809796,39.759703955638223,19589,English Ave & Shelby St,53516,397596964,-861396811
-86.141394718265943,39.759549655551631,19590,Calvary St & Fletcher Ave,53517,397595421,-861413896
-86.138221317384705,39.759625355654265,19591,English Ave & Leota St,53518,397596178,-861382162
-86.009169180920452,39.776677165179677,19592,Post Rd & New York St,54000,397766696,-860091641
-86.009221881053648,39.779269465708353,19593,Post Rd & Michigan St,54001,397792619,-860092168
-86.00928118131354,39.782340766244282,19594,Post Rd & 10th St,54002,397823332,-860092761
-86.009219581573092,39.784324666606352,19595,Post Rd & 12th St,54003,397843171,-860092145
-86.009181381760186,39.786484167028817,19596,Post Rd & 13th St,54004,397864766,-860091763
-86.009202881882189,39.787972767329528,19597,Post Rd & 15th St,54005,397879652,-860091978
-86.009257782043449,39.790780767795731,19598,Post Rd & 17th St,54006,397907732,-860092527
-86.009313182301426,39.793767968338969,19599,Post Rd & Shenandoah Dr,54007,397937604,-860093081
-86.009334482563744,39.795536468646944,19600,Post Rd & 21st St,54008,397955289,-860093294
-86.009454183300193,39.804389770350703,19601,Post Rd & 25th St,54009,398043822,-860094491
-86.009505983485695,39.806456270654458,19602,Post Rd & Neptune Dr,54010,398064487,-860095009
-86.009558183699951,39.809381071199603,19603,Post Rd & Briergate Ct,54011,398093735,-860095531
-86.009691584289783,39.81482317218363,19604,Post Rd & 33rd St,54012,398148156,-860096865
-86.009771684708539,39.820175873192461,19605,Post Rd & Frontenac Rd,54013,398201683,-860097666
-86.009791384805993,39.821884073516472,19606,Post Rd & 36th St,54014,398218765,-860097863
-86.009801085082245,39.824051473962001,19607,Post Rd & 37th St,54015,398240439,-860097960
-86.183649731869238,39.773252855919637,19608,Limestone St & Vermont St,11074,397732453,-861836446
-86.256457758546517,39.835951563835742,19609,Moller Rd & Renn Rd,12114,398359440,-862564526
-86.298096557588465,39.678486132769173,19610,Decatur Blvd & Private Dr - Quaker Oats,12465,396784786,-862980914
-85.990454975427298,39.776752866213492,19611,Mitthoefer Rd & Washington St,54016,397767453,-859904499
-86.298402762561921,39.737880943646935,19612,Washington St & Hoffman Rd,50881,397378734,-862983976
-86.298402762589262,39.738161143781447,19613,Washington St & Hoffman Rd,50882,397381536,-862983976
-86.133657005806015,39.635606833026621,19614,County Line Rd at Community Hospital South,13025,396355993,-861336519
-86.164081425485719,39.765781155547977,19615,Maryland St & Missouri St,12409,397657736,-861640763
-86.150629621310614,39.76227415559439,19616,Virginia & New Jersey,12656,397622666,-861506245
-86.026813887748972,39.796599968057741,19617,21st St & Franklin Rd,51696,397965924,-860268088
-86.149587925355647,39.813871165100359,19618,Central Ave & 32nd St,52461,398138636,-861495828
-86.149550025106194,39.810945664505127,19619,Central Ave & 30th St,52462,398109381,-861495449
-86.170334733547804,39.839270368671151,19620,Butler Way at Clowes Hall,52628,398392628,-861703296
-86.262760459428165,39.823795861281752,19621,38th St & Kiel Ave,10319,398237883,-862627553
-86.169041533453139,39.842412469400351,19622,49th St & Sunset Ave,52844,398424049,-861690364
-86.168942933400729,39.841810869197822,19623,Sunset Ave & 49th St,52845,398418033,-861689378
-86.180606734571086,39.815362463842455,19624,Clifton St & 34th St,50360,398153549,-861806016
-86.165177632031373,39.839492868997986,19625,46th St & Cornelius Ave,52846,398394853,-861651725
-86.165402232123853,39.839407368936385,19626,46th St & Cornelius Ave,52847,398393998,-861653971
-86.163858531922358,39.842554169580559,19627,49th St & Boulevard Pl,52848,398425466,-861638534
-86.164023531946555,39.842614869627518,19628,49th St & Boulevard Pl,52849,398426073,-861640184
-86.158998221154945,39.731875649525094,19629,Meridian St & Pleasant Run Pkwy N Dr,53218,397318681,-861589931
-86.283225265437963,39.824261860251504,19630,Eagle Creek Pkwy & Private Dr,10323,398242543,-862832201
-86.149607324557891,39.805014763426421,19631,Central Ave & Fall Creek Pkwy S Dr,10611,398050072,-861496022
-86.29607386544663,39.779053451404216,19632,10th St & Westmore Dr,11064,397790459,-862960687
-86.125459722808955,39.868732576367272,19633,62nd St & Burlington Ave,11560,398687250,-861254546
-86.122316321938698,39.870055476718449,19634,Keystone Ave & 63rd St,11810,398700479,-861223112
-86.102118807158817,39.763592558250267,19635,Sherman Dr & Pleasant Run Pkwy N Dr,11856,397635850,-861021137
-86.116427410953321,39.75819585643913,19636,Rural St & Hoyt Ave,11866,397581883,-861164223
-86.120631509022729,39.721139949463065,19637,Keystone Ave & Bacon St,11911,397211324,-861206264
-86.1215809172121,39.815979566814633,19638,Keystone Ave & 33rd St,11913,398159720,-861215758
-86.120895809749896,39.728612150849735,19639,Keystone Ave & Nelson Ave,11915,397286046,-861208907
-86.118532915037875,39.800636364178182,19640,Keystone Ave & 23rd St,11916,398006288,-861185278
-86.114083022954844,39.910360184574024,19641,Keystone Crossing - 8463 N,11917,399103526,-861140779
-86.113970722919916,39.910476084646639,19642,Keystone Crossing - 8464 N,11918,399104685,-861139656
-86.270455962493926,39.833600062611126,19643,High School Rd & Wedgewood Way,12260,398335925,-862704508
-86.178885929304244,39.758563753443255,19644,Oliver Ave & Holly Ave,12401,397585562,-861788808
-86.24606004575854,39.720416043106297,19645,Troy Ave & Seerley Creek Dr,12459,397204085,-862460549
-86.113999208391263,39.737731352899473,19646,Raymond St & Oxford St,12654,397377238,-861139941
-86.144214214932902,39.708160445939313,19647,Hanna Ave & Madison Ave,12977,397081529,-861442091
-86.139597215458394,39.731109850399491,19648,Shelby St & Comer Ave,12978,397311023,-861395921
-86.139857916641787,39.744032352713468,19649,Shelby St & Iowa St,13022,397440248,-861398528
-86.067086697861129,39.776177962237448,19650,Pleasant Run Pkwy N Dr & Bolton Ave,51342,397761704,-860670816
-86.06695109781441,39.776228262220535,19651,Pleasant Run Pkwy N Dr & Bolton Ave,51343,397762207,-860669460
-86.113873712467807,39.786577761877602,19652,Parker Ave & Nowland Ave,51517,397865702,-861138686
-86.13396842038388,39.810777465307993,19653,30th St & Arsenal Ave,51956,398107699,-861339633
-86.074861711581207,39.912300586914121,19654,86th St & Allisonville Rd,52457,399122930,-860748566
-86.24396695885001,39.883017273024684,19655,Georgetown Rd & 71st St,52842,398830097,-862439618
-86.152185218688899,39.726049348828553,19656,Madison Ave & Yoke St,53048,397260418,-861521801
-86.082540895693256,39.695498446600588,19657,4915 S Emerson Ave & Elenor - Walmart,53257,396954909,-860825358
