X,Y,OBJECTID,DESCRIPTION,IDENTIFIER,LATITUDE,LONGITUDE
-86.205911447087914,39.876873173823952,17525,Michigan Rd & 66th St,50944,398768656,-862059063
-86.205309247230687,39.879525374287013,17526,Township Line Rd & 69th St,50946,398795178,-862053041
-86.203021446738532,39.882769375010064,17527,Township Line Rd & Stockbridge Dr,50947,398827618,-862030163
-86.203027746901157,39.88457087536586,17528,Township Line Rd & Rue De Margot Dr,50948,398845633,-862030226
-86.203815447387143,39.88627137567164,17529,Westlane Rd & Township Line Rd,50949,398862638,-862038103
-86.208966848754912,39.885075475164605,17530,Westlane Rd & Michigan Rd,50950,398850679,-862089617
-86.211136749597529,39.887696375518061,17531,Michigan Rd & Hiland Dr,50951,398876888,-862111316
-86.212116550097633,39.889768175889806,17532,Michigan Rd & 76th St,50953,398897606,-862121114
-86.213821750894056,39.893298676480974,17533,Michigan Rd & Private Dr,50954,398932911,-862138166
-86.215277551581607,39.896428176946316,17534,Michigan Rd & 79th St,50955,398964206,-862152724
-86.216729452184822,39.899401877390169,17535,Michigan Rd - 8000 N,50957,398993943,-862167243
-86.219579953637265,39.905287278339976,17536,Michigan Rd & Double Tree Blvd,50959,399052797,-862195748
-86.220916954126878,39.908037778736201,17537,Michigan Rd - 8400 N,50960,399080302,-862209118
-86.221757754685086,39.910028379136328,17538,Michigan Rd - 8500 N,50961,399100208,-862217526
-86.223129455213822,39.913130379557771,17539,Michigan Rd & 86th St,50962,399131228,-862231243
-86.224470455864804,39.915924380027889,17540,Michigan Rd & Vincennes Rd,50963,399159168,-862244653
-86.22518015653857,39.92009708076673,17541,Depauw Blvd & Wesleyan Rd,50964,399200895,-862251750
-86.222491655624722,39.920118280954696,17542,Depauw Blvd & Purde RD,50965,399201107,-862224865
-86.221573755277106,39.918401180602451,17543,Purdue Rd & Private Dr,50966,399183936,-862215686
-86.220515754764577,39.916096580229642,17544,Purdue Rd & Vincennes RD,50967,399160890,-862205106
-86.219625254247603,39.913423179802201,17545,Purdue Rd & Founders Rd,50968,399134156,-862196201
-86.216850953258856,39.911644879634125,17546,86th St & Mercer,50969,399116373,-862168458
-86.212856752106262,39.911689379803441,17547,86th St & Colby Blvd,50970,399116818,-862128516
-86.209629251199004,39.911762880081348,17548,86th St & Lake Circle Dr,50971,399117553,-862096241
-86.207104250507669,39.911794880155725,17549,86th St - 2700 W - Brebeuf,50972,399117873,-862070991
-86.202066948992197,39.911875180395782,17550,86th St & Township Line Rd,50973,399118676,-862020618
-86.197492647582081,39.911940480673316,17551,86th St & Naab Rd,50974,399119329,-861974875
-86.195217246955565,39.911952980759381,17552,86th St & Harcourt Rd,50975,399119454,-861952121
-86.193973746364563,39.909562180458529,17553,Harcourt Rd & Esther Ferrard Dr,50976,399095546,-861939686
-86.193973746354359,39.908590880216245,17554,Harcourt Rd - 8400 N,50977,399085833,-861939686
-86.193963646130285,39.905746679687255,17555,Harcourt Rd & Dugan Dr,50978,399057391,-861939585
-86.198080147245022,39.905560679470938,17556,Dugan Dr & Naab Rd,50979,399055531,-861980750
-86.198233747477644,39.90690867966434,17557,Naab Rd & Katie Knox Dr,50980,399069011,-861982286
-86.198329947790853,39.909984380328751,17558,Naab Rd & John Ambers Ln,50981,399099768,-861983248
-86.199885448301629,39.91207908057563,17559,86th St - 2200 W,50982,399120715,-861998803
-86.203872449503791,39.912012580367886,17560,86th St & Township Line Rd,50983,399120050,-862038673
-86.207402950586072,39.911969780209773,17561,86th St - 2500 W,50984,399119622,-862073978
-86.209493051106804,39.911962180037662,17562,86th St & Lake Circle Dr,50985,399119546,-862094879
-86.213997052499124,39.911875979824821,17563,86th St & Colby Blvd,50986,399118684,-862139919
-86.217718353604042,39.911827079652376,17564,86th St & Mercer Rd,50987,399118195,-862177132
-86.219247353965343,39.911806379516392,17565,86th St & Purdue Rd,50988,399117988,-862192422
-86.219435454249023,39.913670679859933,17566,Purdue Rd & Founders Rd,50989,399136631,-862194303
-86.220664454914598,39.916479880377871,17567,Purdue Rd & Vincennes Rd,50990,399164723,-862206593
-86.221594955245862,39.918592380700467,17568,Purdue Rd - 9100 N,50991,399185848,-862215898
-86.222893955852697,39.920357180948727,17569,Depauw Blvd & Purdue Rd,50992,399203496,-862228888
-86.224625956393766,39.920351380807475,17570,Depauw Blvd & Wesleyan Rd,50993,399203438,-862246208
-86.226544256795009,39.919361380599845,17571,Michigan Rd & 92nd St,50997,399193538,-862265391
-86.224366955853611,39.914800679801218,17572,Michigan Rd & Vincennes Rd,50998,399147931,-862243618
-86.222373154896701,39.910631179150407,17573,Michigan Rd & 86th St,50999,399106236,-862223680
-86.221445254456924,39.908599978882826,17574,Michigan Rd - Lowes - 8400 N,51001,399085924,-862214401
-86.219936253682462,39.905613878376379,17575,Michigan Rd & Double Tree Blvd,51002,399056063,-862199311
-86.218880253272488,39.903306577987593,17576,Michigan Rd & Talavera Dr,51003,399032990,-862188751
-86.216934752272522,39.89934497740272,17577,Michigan Rd - 8000 N,51004,398993374,-862169296
-86.215426851520249,39.896206676897968,17578,Michigan Rd - 7800 N,51006,398961991,-862154217
-86.214045550992125,39.893405576467799,17579,Michigan Rd - 7700 N,51007,398933980,-862140404
-86.212372750163908,39.889928575909494,17580,Michigan Rd & 76th St,51008,398899210,-862123676
-86.211370749759226,39.887865075571106,17581,Michigan Rd & Hiland Dr,51009,398878575,-862113656
-86.208007348518478,39.885171775242405,17582,Westlane Rd & Michigan Rd,51010,398851642,-862080022
-86.20311144701266,39.885759575564627,17583,Township Line Rd & Westlane Rd,51011,398857520,-862031063
-86.203102246923393,39.884452175393726,17584,Township Line Rd & Camwood Dr,51012,398844446,-862030971
-86.203098746750854,39.882529374993851,17585,Township Line Rd & Stockbridge Dr,51013,398825218,-862030936
-86.20520504723558,39.879623474366632,17586,Township Line Rd & 69th St,51014,398796159,-862051999
-86.135376223960094,39.847531371952243,17587,52nd St & Indianola Ave,52253,398475238,-861353711
-86.133835523425731,39.847539872023205,17588,52nd St & Rosslyn Ave,52254,398475323,-861338304
-86.130437322442205,39.847553672170285,17589,52nd St & Kingsley Dr,52256,398475461,-861304322
-86.127954721831955,39.847570872338174,17590,52nd St & Crittenden Ave,52258,398475633,-861279496
-86.125713921060182,39.847581872505053,17591,52nd St & Caroline St,52260,398475743,-861257088
-86.123854120536237,39.847578372550032,17592,52nd St & Keystone Ct,52261,398475708,-861238490
-86.12060021965776,39.847599072759543,17593,52nd St & Tacoma Ave,52262,398475915,-861205951
-86.12058151935129,39.844481972154419,17594,Kingsway Dr - 4740 N,52263,398444744,-861205764
-86.120814319217033,39.843088871836081,17595,Kingsway Dr & Willowbrook Pkwy,52264,398430813,-861208092
-86.119386718860113,39.842295171764221,17596,Willowbrook Pkwy & Forum Cir,52265,398422876,-861193816
-86.118750218532526,39.840616871472157,17597,Penwood Dr & 46th St,52266,398406093,-861187451
-86.121142919173792,39.840358571416139,17598,46th St & Keystone Ave,52267,398403510,-861211378
-86.122790019688196,39.840332671328184,17599,46th St & Erie Ave,52268,398403251,-861227849
-86.12413321996155,39.840300671199635,17600,46th St & Hillside Ave,52269,398402931,-861241281
-86.126419720774578,39.840288671074269,17601,46th St & Evanston Ave,52271,398402811,-861264146
-86.12884692146244,39.840285670943906,17602,46th St & Norwaldo Ave,52273,398402781,-861288418
-86.131324422189408,39.840280070797441,17603,46th St & Ralston Ave,52275,398402725,-861313193
-86.13458092306675,39.840263770667327,17604,46th St & Marcy Ln,52277,398402562,-861345758
-86.136144423570045,39.840264770613125,17605,46th St & Indianola Ave,52278,398402572,-861361393
-86.138092324186019,39.840254170525874,17606,46th St & Crestview Ave,52279,398402466,-861380872
-86.141006224955262,39.83978157030829,17607,46th St & Winthrop Ave,52280,398397740,-861410011
-86.143299225635985,39.839732770133693,17608,46th St & Carrollton Ave,52281,398397252,-861432941
-86.146813726582991,39.839677870012451,17609,46th St & Broadway St,52283,398396703,-861468086
-86.147373426759543,39.839606869874963,17610,46th St & Broadway St,52286,398395993,-861473683
-86.142726225428063,39.83963137010408,17611,46th St & Guilford Ave,52288,398396238,-861427211
-86.141301224965105,39.839651470274696,17612,46th St & Winthrop Ave,52289,398396439,-861412961
-86.13927012438981,39.839918570360737,17613,46th St & Carvel Ave,52290,398399110,-861392650
-86.136937623771317,39.84014817049205,17614,46th St & Indianola Ave,52291,398401406,-861369325
-86.134691123075854,39.840156870660046,17615,46th St & Marcy Ln,52292,398401493,-861346860
-86.131560922180185,39.840180370866442,17616,46th St & Ralston Ave,52294,398401728,-861315558
-86.12913622145706,39.840187870933967,17617,46th St & Norwaldo Ave,52296,398401803,-861291311
-86.12673272083731,39.840194671002649,17618,46th St & Evanston Ave,52298,398401871,-861267276
-86.124527420145213,39.840198671138765,17619,46th St & Hillside Ave,52300,398401911,-861245223
-86.122261219468001,39.840209571251243,17620,46th St & Keystone Ave,52301,398402020,-861222561
-86.118673418518227,39.840802571613153,17621,Penwood Dr & 46th St,52302,398407950,-861186683
-86.120737219262267,39.843226171965227,17622,Kingsway Dr & Willowbrook Pkwy,52303,398432186,-861207321
-86.120544119261936,39.844412172129381,17623,Kingsway Dr - 4775 N,52304,398444046,-861205390
-86.116063619999323,39.868684976815011,17624,62nd St & Oxford St,52306,398686774,-861160585
-86.112722718989033,39.868679877023197,17625,62nd St & Oakland Ave,52307,398686723,-861127176
-86.108081417655526,39.868677277188617,17626,62nd St & Olney St,52308,398686697,-861080763
-86.101066915628849,39.868631177611491,17627,62nd St & Chester Dr,52309,398686236,-861010618
-86.096686214368845,39.869116377836143,17628,Allisonville Rd & 62nd St,52310,398691088,-860966811
-86.094086114092789,39.874387678960488,17629,Allisonville Rd & 64th St,52311,398743801,-860940810
-86.092796913912636,39.876948179456626,17630,Allisonville Rd & 65th St,52312,398769406,-860927918
-86.089118113472551,39.884496981093356,17631,Allisonville Rd & 72nd St,52313,398844894,-860891130
-86.085865013047396,39.891049082388164,17632,Allisonville Rd & 75th St,52314,398910415,-860858599
-86.08472701296391,39.893263182898153,17633,Allisonville Rd & 77th St,52315,398932556,-860847219
-86.244437757924203,39.870182170657998,17634,Georgetown Rd & Robinsrock Dr,52792,398701746,-862444326
-86.244410257732412,39.868007470271998,17635,Georgetown Rd & 62nd St,52793,398679999,-862444051
-86.243446357043268,39.863997069536126,17636,Georgetown Rd & Oakbrook Rd,52794,398639895,-862434412
-86.241395356160112,39.86082706907456,17637,Georgetown Rd & 59th St,52795,398608195,-862413902
-86.240590755809052,39.857863368656346,17638,Georgetown Rd & Sebring Dr,52796,398578558,-862405856
-86.240371455609704,39.856232768358801,17639,Georgetown Rd & 57th St,52797,398562252,-862403663
-86.240258455254605,39.852365367563515,17640,Georgetown Rd & 56th St,52798,398523578,-862402533
-86.241385855338578,39.850149767109237,17641,Georgetown Rd & Kelvington Dr,52799,398501422,-862413807
-86.241910655350765,39.848117666692218,17642,Georgetown Rd & Pinecroft Dr,52800,398481101,-862419055
-86.241848355118634,39.845627966295638,17643,Georgetown Rd & 52nd St,52801,398456204,-862418432
-86.241797654928305,39.844060966051487,17644,Georgetown Rd & Brock St,52802,398440534,-862417925
-86.24191695477289,39.841442965498132,17645,Georgetown Rd & 47th St,52803,398414354,-862419118
-86.24374815474718,39.8355978643472,17646,Georgetown Rd & Century Plaza Rd,52804,398355903,-862437430
-86.244672554915226,39.8337554639335,17647,Lafayette Rd & Pike Plaza Rd,52805,398337479,-862446674
-86.24258925404942,39.831580463654568,17648,Lafayette Rd & Office Plaza Blvd,52806,398315729,-862425841
-86.239641353017689,39.828516563287288,17649,Lafayette Rd & Georgetown Rd,52807,398285090,-862396362
-86.238430652568923,39.8273272630829,17650,3950 Lafayette Rd - Lafayette Sq,52808,398273197,-862384255
-86.237189852061761,39.826105162978067,17651,Lafayette Rd - 3900 N,52809,398260976,-862371847
-86.222380946433603,39.811336760967784,17652,Lafayette Rd - 3094 N,52810,398113292,-862223758
-86.220175045631066,39.809124560644548,17653,Lafayette Rd & 30th St,52811,398091170,-862201699
-86.218564545060502,39.807477460472015,17654,Lafayette Rd - 2850 N,52812,398074699,-862185594
-86.217460844588928,39.806422460373234,17655,Lafayette Rd - 2800 N,52813,398064149,-862174557
-86.215481943838995,39.804522160105606,17656,Lafayette Rd & Tibbs Ave,52814,398045146,-862154768
-86.213990843251509,39.803095659873321,17657,Lafayette Rd & Roberta Dr,52815,398030881,-862139857
-86.212003042583731,39.801228659657241,17658,Lafayette Rd & Groff Ave,52816,398012211,-862119979
-86.210238841955331,39.799549659454833,17659,Lafayette Rd & Kessler Blvd N Dr,52817,397995421,-862102337
-86.208012341111754,39.797464459155393,17660,Lafayette Rd - 2220 N,52818,397974569,-862080072
-86.14906141612262,39.705499145107702,17661,East St & Edwards Ave,12940,397054916,-861490563
-86.148921614987458,39.692876342818451,17662,US 31 & Thompson Rd,12941,396928688,-861489165
-86.148942814746846,39.689778242268538,17663,US 31 & Powell St,12942,396897707,-861489377
-86.148980514505652,39.68656174171182,17664,US 31 & Epler Ave,12943,396865542,-861489754
-86.149035614196507,39.682873240936821,17665,US 31 & Gilbert Ave,12944,396828657,-861490305
-86.149138713976356,39.679270340266839,17666,US 31 & Edgewood Ave,12945,396792628,-861491336
-86.149217713649563,39.676305139761077,17667,US 31 & Beechwood Ln,12946,396762976,-861492126
-86.149360313365264,39.671994538967546,17668,US 31 & Banta Rd,12947,396719870,-861493552
-86.148927812890975,39.667963438297527,17669,US 31 & Tulip Dr,12948,396679559,-861489227
-86.14708601205119,39.663919137639446,17670,US 31 & Southport Rd,12949,396639116,-861470809
-86.145399311330323,39.661525337245614,17671,US 31 & Private Rd,12950,396615178,-861453942
-86.143376710561213,39.658694136820159,17672,US 31 & Hickory Ln,12951,396586866,-861433716
-86.138700708507386,39.65203033579872,17673,US 31 - Greenwood Place Shops,12952,396520228,-861386956
-86.136404407635411,39.648791435291997,17674,US 31 & Stop 11 Rd,12953,396487839,-861363993
-86.133707206488793,39.645005134713735,17675,US 31 & Stop 12 Rd,12954,396449976,-861337021
-86.129327004673655,39.638803433867615,17676,US 31 & Stop 13 Rd,12955,396387959,-861293219
-86.129667704607144,39.635604033185338,17677,County Line Rd & Westminster Dr,12957,396355965,-861296626
-86.131543205318707,39.638632133713124,17678,Community Hosp South at County Line Rd,12958,396386246,-861315381
-86.139012907282151,39.635552932738555,17679,County Line Rd & Shelby St,12959,396355454,-861390078
-86.139307907582065,39.637918133222193,17680,Shelby St & Private Dr,12960,396379106,-861393028
-86.13938830802735,39.642638834078078,17681,Shelby St & Stop 12 Rd,12961,396426313,-861393832
-86.139343408434613,39.647413834946619,17682,Shelby St & Front Royal Dr,12962,396474063,-861393383
-86.139330108516162,39.649716235406956,17683,Shelby St & Stop 11 Rd,12963,396497087,-861393250
-86.139346208798315,39.651618635658387,17684,Shelby St - 7901 S,12964,396516111,-861393411
-86.139825909113839,39.654210836220727,17685,US 31 & Shelby St,12965,396542033,-861398208
-86.14276721032482,39.658278636714194,17686,US 31 & Hickory Ln,12966,396582711,-861427621
-86.145177711297052,39.661671937279714,17687,US 31 - 7119 S,12967,396616644,-861451726
-86.147415112276349,39.664973437764772,17688,US 31 & Southport Rd,12968,396649659,-861474100
-86.148395712690885,39.667138438144157,17689,US 31 - 6789 S,12969,396671309,-861483906
-86.149082013229034,39.672129738984601,17690,US 31 & Banta Rd,12970,396721222,-861490769
-86.148884513747873,39.67880594028766,17691,US 31 & Edgewood Ave,12971,396787984,-861488794
-86.148696414321762,39.686141141619963,17692,US 31 & Epler Ave,12972,396861336,-861486913
-86.14864411462824,39.689123942176359,17693,US 31 & Powell St,12973,396891164,-861486390
-86.148643514968541,39.692914942898902,17694,US 31 & Thompson Rd,12974,396929074,-861486384
-86.148726715842699,39.704405344997731,17695,East St & Mills Ave,12975,397043978,-861487216
-86.148764516108102,39.707724745552824,17696,East St & Hanna Ave,12976,397077172,-861487594
-86.14155341416695,39.708211545998495,17697,Hanna Ave & Madison Ave,12980,397082040,-861415483
-86.138761913251741,39.708269346209704,17698,Hanna Ave & Bowman Ave,12982,397082618,-861387568
-86.134219411975607,39.708271146459339,17699,Hanna Ave - 1500 E,12984,397082636,-861342143
-86.132131411361954,39.708287246529324,17700,Hanna Ave & Mathews Ave,12985,397082797,-861321263
-86.130053010829116,39.708916546692699,17701,State Ave & Hanna Ave,12986,397089090,-861300479
-86.130084610966449,39.711935147342849,17702,State Ave & National Ave,12988,397119276,-861300795
-86.130084311197194,39.714001947633463,17703,State Ave & Norton Ave,12989,397139944,-861300792
-86.130111911367408,39.715890148054825,17704,State Ave & Carson Ave,12991,397158826,-861301068
-86.132576512362618,39.718693348414625,17705,Carson Ave & Heritage Ct,12992,397186858,-861325714
-86.134188813008763,39.720290848645789,17706,Carson Ave & Boyd Ave,12993,397202833,-861341837
-86.13602721362102,39.722034148834354,17707,Carson Ave & Knox St,12995,397220266,-861360221
-86.139491114841789,39.723909249081125,17708,Shelby St & Albany St,12996,397239017,-861394860
-86.139486114879659,39.725151049240679,17709,Shelby St & Carson Ave,12997,397251435,-861394810
-86.139515915059036,39.726944349599009,17710,Shelby St & Mc Cord St,12998,397269368,-861395108
-86.139549715251135,39.728566949928833,17711,Shelby St & Nelson Ave,12999,397285594,-861395446
-86.13958921528328,39.7301888502179,17712,Shelby St & Southern Ave,13000,397301813,-861395841
-86.139600415559201,39.7320387504652,17713,Shelby St & Hoefgen St,13001,397320312,-861395953
-86.139645415687184,39.734017550879067,17714,Shelby St & Bradbury Ave,13002,397340100,-861396403
-86.139651115866371,39.736292651265799,17715,Shelby St & Kelly St,13003,397362851,-861396460
-86.139613016004802,39.738293351686728,17716,Shelby St & Raymond St,13004,397382858,-861396079
-86.139677416126304,39.739641151971895,17717,Shelby St & Legrande Ave,13005,397396336,-861396723
-86.139711916448249,39.742774652478424,17718,Shelby St & Naomi St,13006,397427671,-861397068
-86.139732416518527,39.744168652754816,17719,Shelby St & Pleasant Run Pkwy S Dr,13007,397441611,-861397273
-86.143891619126407,39.760080855417208,17720,Fletcher Ave & Pine St,13013,397600733,-861438865
-86.145672819659609,39.761111255556578,17721,Fletcher ave & College Ave,13014,397611037,-861456677
-86.148146620390122,39.761263455512761,17722,Fletcher Ave & Virginia Ave,13016,397612559,-861481415
-86.159624824645434,39.771061256702474,17723,Illinois St & New York St,50000,397710537,-861596197
-86.159633124831714,39.772555957011249,17724,Illinois St & Vermont St,50001,397725484,-861596280
-86.15957432487572,39.773976357242631,17725,Illinois St & Michigan St,50002,397739688,-861595692
-86.159467325062579,39.776072857596986,17726,Illinois St & North St,50003,397760653,-861594622
-86.159421625099299,39.777603657894929,17727,Illinois St & Saint Clair St,50004,397775961,-861594165
-86.159313925462982,39.781370158617456,17728,Illinois St & 10th St,50005,397813626,-861593088
-86.159340925589603,39.782521758771068,17729,Illinois St & 11th St,50006,397825142,-861593358
-86.159387425691392,39.784208659145861,17730,Illinois St & 13th St,50007,397842011,-861593823
-86.159360925752438,39.785739759438123,17731,Illinois St & 14th St,50008,397857322,-861593558
-86.159369026002736,39.787325659764086,17732,Illinois St & 15th St,50009,397873181,-861593639
-86.159184025919842,39.788605659913458,17733,Illinois St & 16th St,50010,397885981,-861591789
-86.159025126047325,39.79063886029089,17734,Illinois St & 18th St,50011,397906313,-861590200
-86.159066526366743,39.793173160741375,17735,Illinois St & 20th St,50013,397931656,-861590614
-86.159092126416382,39.794810461109996,17736,Illinois St & 21st St,50014,397948029,-861590870
-86.159060726654729,39.797168361502237,17737,Illinois St & 22nd St,50016,397971608,-861590556
-86.15902782685194,39.798880761837395,17738,Illinois St & 23rd St,50017,397988732,-861590227
-86.15899422690967,39.80025726208595,17739,Illinois St & 24th St,50018,398002497,-861589891
-86.158944427008876,39.802091162385786,17740,Illinois St & Fall Creek Pkwy S Dr,50019,398020836,-861589393
-86.158928127322213,39.806023563122771,17741,Illinois St & 28th St,50021,398060160,-861589230
-86.159008727645968,39.80831696354187,17742,Illinois St & 29th St,50022,398083094,-861590036
-86.159018227787612,39.809974563839852,17743,Illinois St & 30th St,50023,398099670,-861590131
-86.159028627811864,39.811633664235984,17744,Illinois St - 3100 N,50024,398116261,-861590235
-86.159061728126034,39.813644364548026,17745,Illinois St & 32nd St,50025,398136368,-861590566
-86.159070428224865,39.815390164828145,17746,Illinois St & 33rd St,50026,398153826,-861590653
-86.159096528377319,39.817617165286485,17747,34th St & Illinois St,50027,398176096,-861590914
-86.159115128524647,39.819287265560106,17748,Illinois St & 35th St,50028,398192797,-861591100
-86.159121328683355,39.8210559659395,17749,Illinois St & 36th St,50029,398210484,-861591162
-86.159121628858557,39.823096266270895,17750,Illinois St & 37th St,50030,398230887,-861591165
-86.114992316124031,39.825748168982848,17751,Meadows Dr & 38th St,50046,398257406,-861149872
-86.113410315770409,39.827810669477856,17752,Meadows Dr & Meadows Pkwy,50047,398278031,-861134052
-86.110249715020643,39.829778869914861,17753,Meadows Dr & Adams St,50048,398297713,-861102446
-86.109407614888809,39.830691270149337,17754,Meadows Dr & Edgemere Dr,50049,398306837,-861094025
-86.109126214965443,39.831855870410045,17755,Meadows Dr & Edgemere Ct,50050,398318483,-861091211
-86.107511114583232,39.832893370627239,17756,42nd St & Westbourne Dr,50051,398328858,-861075060
-86.103052213180604,39.832895170901395,17757,42nd St & Sherman Dr,50052,398328876,-861030471
-86.098274511764785,39.832943671100985,17758,42nd St & Forest Manor Ave,50053,398329361,-860982694
-86.094264910633967,39.832979171396239,17759,42nd St & Brown Rd,50054,398329716,-860942598
-86.090998909740435,39.832984471484458,17760,42nd St & Arthington Blvd,50056,398329769,-860909938
-86.087532908720831,39.833006571665891,17761,42nd St & Dequincy St,50057,398329990,-860875278
-86.085058407991568,39.833032371806823,17762,42nd St & Stonecrest Ct,50059,398330248,-860850533
-86.083463607439441,39.833050171895636,17763,42nd St & Emerson Ave,50060,398330426,-860834585
-86.080530706530524,39.833080672076164,17764,42nd St & Butler Ave,50062,398330731,-860805256
-86.076949405608246,39.833028672247096,17765,42nd St & Irvington Ave,50063,398330211,-860769443
-86.072524004218948,39.833006872464246,17766,42nd St & Lesley Ave,50064,398329993,-860725189
-86.069773203390312,39.833015572633869,17767,42nd St & Graham Ave,50065,398330080,-860697681
-86.066371802477761,39.832990772715284,17768,42nd St & Campbell Ave,50067,398329832,-860663667
-86.064817402009396,39.834072072961099,17769,Arlington Ave & 43rd St,50069,398340645,-860648123
-86.064864102285625,39.836947673590352,17770,Arlington Ave & Williamsburg Ct,50071,398369401,-860648590
-86.064917402589074,39.839419373996357,17771,Arlington Ave & 45th St,50073,398394118,-860649123
-86.06217460181486,39.840305874296313,17772,46th St & Park Forest Ct,50075,398402983,-860621695
-86.058141600613354,39.840332674458232,17773,46th St & Kenmore Rd,50076,398403251,-860581365
-86.055232099810823,39.840337674657924,17774,46th St & Kitley Ave,50077,398403301,-860552270
-86.052237998880088,39.840322874821673,17775,46th St & Brookhaven Dr,50078,398403153,-860522329
-86.049022497904318,39.840303174922646,17776,46th St & David St,50079,398402956,-860490174
-86.009840085320263,39.826664574379791,17777,Post Rd & 38th St,50081,398266570,-860098350
-86.009912185479763,39.829864874924766,17778,Post Rd & Pinehurst Dr S,50083,398298573,-860099071
-86.015022288875571,39.852417978856202,17779,Boschen Loop & Army Finance Center,50085,398524104,-860150172
-86.006622386901455,39.856906180140953,17780,Wheeler Rd & Otis Ave,50087,398568986,-860066173
-86.005025386694868,39.861459381031281,17781,Rising Rd & Private Property,50088,398614518,-860050203
-86.045966197107617,39.841014075233183,17782,Shadeland Ave & 46th St,50090,398410065,-860459611
-86.04552949923648,39.868766180373413,17783,Shadeland Ave & Fall Creek Rd,50091,398687586,-860455244
-86.045996699989431,39.875999981656378,17784,Shadeland Ave & 65th St,50092,398759924,-860459916
-86.046039600877378,39.885605583457767,17785,Shadeland Ave & 71st St,50093,398855980,-860460345
-86.046008801011197,39.887676383780395,17786,Shadeland Ave & Shadeland Station,50094,398876688,-860460037
-86.046010801286656,39.8909995844053,17787,Shadeland Ave & 75th St,50095,398909920,-860460057
-86.046006401339525,39.892247384689696,17788,Shadeland Ave & Carlton Arms Pl,50096,398922398,-860460013
-86.046022401538124,39.894125584932901,17789,Shadeland Ave & 77th St,50097,398941180,-860460173
-86.046016701836848,39.896933785525157,17790,Shadeland Ave - 7850 N,50098,398969262,-860460116
-86.045651402032675,39.900658286254782,17791,Clearvista Dr & Shadeland Ave,50099,399006507,-860456463
-86.043783001564506,39.901209886362004,17792,Clearvista Way - 7100 N,50100,399012023,-860437779
-86.040532200632157,39.902071886773655,17793,7200 E Clearvista Way - Community Hosp North,50101,399020643,-860405271
-86.038573000107746,39.902233986840351,17794,Clearvista Pkwy - 8101 N,50102,399022264,-860385679
-86.043240301335715,39.900234686260241,17795,Clearvista Pkwy - 7200 E,50103,399002271,-860432352
-86.046226402044326,39.899137185846449,17796,Shadeland Ave & Private Dr - Country Inn & Suites,50104,398991296,-860462213
-86.046189701830144,39.896696385403907,17797,Shadeland Ave & Private Dr - Hillside Tech Center,50105,398966888,-860461846
-86.144882423235345,39.806537363948131,16869,College Ave & Sutherland Ave,11640,398065298,-861448773
-86.144863423110507,39.804358463580023,16870,College Ave & 26th St,11642,398043509,-861448583
-86.144858322984973,39.803253063309299,16871,College Ave & 25th St,11643,398032455,-861448532
-86.144848622782732,39.800720862861574,16872,College Ave & 24th St,11644,398007133,-861448435
-86.144841522713264,39.799554162732569,16873,College Ave & 23rd St,11645,397995466,-861448364
-86.144837622619974,39.797816662353888,16874,College Ave & 22nd St,11646,397978091,-861448325
-86.144823222371556,39.796019162029936,16875,College Ave & 21st St,11647,397960116,-861448181
-86.144817122225845,39.794103461687158,16876,College Ave & 20th St,11648,397940959,-861448120
-86.144812122117855,39.792262661390168,16877,College Ave & 19th St,11649,397922551,-861448070
-86.144833621879542,39.790025660939001,16878,College Ave & 17th St,11650,397900181,-861448285
-86.144835621736348,39.788213160558264,16879,College Ave & 16th St,11651,397882056,-861448305
-86.144824221557343,39.786774060354723,16880,College Ave & 15th St,11652,397867665,-861448191
-86.144818021360337,39.784567659939313,16881,College Ave & 13th St,11654,397845601,-861448129
-86.145061321252541,39.781210359309384,16882,College Ave & 10th St,11656,397812028,-861450562
-86.083605595960918,39.694658146436367,16883,Thompson Rd & Emerson Ave,11700,396946506,-860836005
-86.086012096664646,39.694591446307513,16884,Thompson Rd & Yazoo Dr,11701,396945839,-860860070
-86.091868298318715,39.694937746068533,16885,Thompson Rd & 09th Ave,11702,396949302,-860918632
-86.091880698513265,39.696654346333254,16886,09th Ave & Andrea Dr,11703,396966468,-860918756
-86.091887098684026,39.698388846737927,16887,09th Ave & Biloxi Ln,11704,396983813,-860918820
-86.092500498994923,39.700641147070293,16888,Redfern Dr & 09th Ave,11705,397006336,-860924954
-86.093919499518805,39.700857447038118,16889,Redfern Dr & Kathi Dr,11706,397008499,-860939144
-86.09639670019115,39.700793346859967,16890,Redfern Dr & Private Dr,11707,397007858,-860963916
-86.098883400886905,39.700753346821152,16891,Redfern Dr & Strawbridge St,11708,397007458,-860988783
-86.101313901694027,39.700736646654946,16892,Redfern Dr & Sherman Dr,11710,397007291,-861013088
-86.102646402246236,39.703026847006086,16893,Sherman Dr & Lickridge Ln N Dr,11711,397030193,-861026413
-86.103501302575523,39.705056247369619,16894,Sherman Dr & Wilderness Trail,11712,397050487,-861034962
-86.105506203523817,39.708751447879443,16895,Hanna Ave & Olney St,11713,397087439,-861055011
-86.108728004430802,39.708717947732247,16896,Hanna Ave & Dearborn St,11715,397087104,-861087229
-86.110825505060873,39.708703747648777,16897,Hanna Ave & Brickenwood Trace,11716,397086962,-861108204
-86.112384805502188,39.708680347572923,16898,Hanna Ave & Private Dr,11717,397086728,-861123797
