OBJECTID,PARCEL_TAG,PARCEL_I,PARCEL_C,STREETADDRESS,CITY,ID,UTILITY_ST,USPS_VACANCY,TAX_DELINQUENT,SURPLUS,REPAIR_ORDER,DEMO_ORDER,IMPROVEMENT,SOURCE,SHAPEAREA,SHAPELEN
2866,1278560,9017250,9017250,2530 W MICHIGAN ST,INDIANAPOLIS,125869,0,1,1,0,0,0,1,MO,12828.1535157189,487.200264696048
2867,1017307,1060343,1060343,2607 N HARDING ST,INDIANAPOLIS,69122,0,1,1,0,0,0,1,MO,2353.98394823467,199.894386392525
2868,1010335,1046907,1046907,1130 W 30TH ST,INDIANAPOLIS,125261,1,0,1,0,1,0,1,MO,5800.15377511124,370.011191948837
2869,1006584,1002631,1002631,1470 W 33RD ST,INDIANAPOLIS,331744,1,1,1,0,0,0,1,MO,6194.6169874738,423.980144165373
2870,1009002,1088763,1088763,3101 HOVEY ST,INDIANAPOLIS,178258,0,1,1,0,0,0,1,MO,6759.27473337574,417.988170776125
2871,1307319,8034909,8034909,5616 ENRIGHT DR,INDIANAPOLIS,274633,0,1,1,0,0,0,1,MO,13601.5235436054,464.418043257061
2872,1309322,4007092,4007092,5825 E 46TH ST,INDIANAPOLIS,28098,0,1,1,0,0,0,1,MO,10986.6902818231,443.570025651386
2873,1177503,7013800,7013800,3510 N SHADELAND AVE,INDIANAPOLIS,250073,0,1,1,0,0,0,1,MO,60640.4735071971,1365.0628798718
2874,1004567,1091824,1091824,3340 BALTIMORE AVE,INDIANAPOLIS,24975,0,1,1,0,0,0,1,MO,6806.42251874396,398.870524604766
2875,1175369,6006351,6006351,3946 GATEWAY CT,INDIANAPOLIS,29749,1,0,1,0,0,0,0,MO,933.832847773473,145.349673047897
2876,1061440,1022072,1022072,1125 TROWBRIDGE ST,INDIANAPOLIS,143469,1,1,1,0,0,0,1,MO,4754.74059961256,341.695023595422
2877,1314183,8011572,8011572,409 HARVARD PL,INDIANAPOLIS,220512,1,0,1,0,1,0,1,MO,3600.00417509027,260.000156368068
2878,1041178,1047911,1047911,621 N BRADLEY AVE,INDIANAPOLIS,212585,1,1,1,0,1,0,1,MO,5180.39139592375,346.771996535562
2879,1227506,8036599,8036599,1941 MAYFAIR DR,INDIANAPOLIS,17301,0,1,1,0,0,0,1,MO,15802.7461801267,542.496970906735
2880,1321255,1018253,1018253,128 S EMERSON AVE,INDIANAPOLIS,148949,0,1,1,0,1,0,1,MO,6421.81857666712,401.561365834506
2881,1241153,8020855,8020855,1749 E 52ND ST,INDIANAPOLIS,239929,0,1,1,0,0,0,1,MO,5920.14987026787,365.917162632878
2882,1280092,9017757,9017757,3054 W VERMONT ST,INDIANAPOLIS,328581,0,1,1,1,0,0,1,MO,3524.89129990856,284.367526996069
2883,1006471,1093042,1093042,3212 BROUSE AVE,INDIANAPOLIS,36595,1,0,1,0,0,0,1,MO,6550.04994084148,362.004214324256
2884,1041796,1070152,1070152,525 WALLACE AVE,INDIANAPOLIS,260754,1,1,1,0,0,0,1,MO,6400.04639584824,400.009750541144
2885,1177316,7024316,7024316,3529 N RICHARDT AVE,INDIANAPOLIS,28187,1,1,1,0,1,0,1,MO,8967.44558783048,403.778143980424
2886,1057743,1007512,1007512,1317 HOYT AVE,INDIANAPOLIS,74593,0,1,1,0,0,0,1,MO,3751.35889651335,310.090354789171
2887,1026460,1004560,1004560,1865 DEXTER ST,INDIANAPOLIS,333127,0,1,1,0,0,0,1,MO,5199.99876268504,340.00334571587
2888,1037493,1019065,1019065,921 N DELAWARE ST,INDIANAPOLIS,95750,1,0,1,0,0,0,0,MO,3750.15236427108,350.038025530008
2889,1224168,8038158,8038158,6901 N RURAL ST,INDIANAPOLIS,186502,0,1,1,0,0,0,0,MO,17700.0085306582,574.817401554451
2890,1021502,1003604,1003604,721 E 23RD ST,INDIANAPOLIS,20895,0,1,1,0,0,0,1,MO,4121.26229672939,305.514729920508
2891,1315246,7026302,7026302,3752 N WITTFIELD ST,INDIANAPOLIS,210212,0,1,1,1,0,0,1,MO,7570.21251782365,356.608412680869
2892,1033658,1016721,1016721,1232 N OAKLAND AVE,INDIANAPOLIS,160033,1,1,1,0,1,0,1,MO,6079.77380514908,383.991192497064
2893,1029043,1059340,1059340,1718 N OXFORD ST,INDIANAPOLIS,285454,1,1,1,0,0,0,1,MO,5612.7465195457,378.763921070268
2894,1018368,1056962,1056962,1025 W 25TH ST,INDIANAPOLIS,50110,1,0,1,1,0,0,0,MO,3962.47682516129,324.194486381942
2895,1275810,9023416,9023416,944 KING AVE,INDIANAPOLIS,224245,1,0,1,0,0,0,0,MO,5999.71933460512,391.781874708198
2896,1046890,1070651,1070651,233 JEFFERSON AVE,INDIANAPOLIS,97031,0,1,1,0,0,0,1,MO,5463.75531535664,353.190159317627
2897,1266573,9015939,9015939,1943 WINFIELD AVE,INDIANAPOLIS,34353,1,1,1,0,1,0,1,MO,4892.72427107499,316.983933063618
2898,1015479,1101913,1101913,2713 N RURAL ST,INDIANAPOLIS,174170,1,0,1,0,0,0,1,MO,8242.63423400883,416.029566643759
2899,1018376,1035084,1035084,969 W 25TH ST,INDIANAPOLIS,216277,1,1,1,0,1,0,1,MO,3899.93550454347,320.001699705409
2900,1018300,1013988,1013988,2435 STATION ST,INDIANAPOLIS,103102,1,0,1,1,0,0,0,MO,6937.73455237565,445.006065071607
2901,1014221,1077210,1077210,1014 W 28TH ST,INDIANAPOLIS,309971,0,1,1,0,0,0,0,MO,3777.0161471364,311.802617833102
2902,1009393,1003468,1003468,3108 ELMIRA ST,INDIANAPOLIS,4777,1,1,1,0,1,0,1,MO,5879.16779720815,373.960231669156
2903,1017232,1007377,1007377,2525 COLUMBIA AVE,INDIANAPOLIS,58907,1,1,1,0,1,0,1,MO,5755.34981258237,362.22105966012
2904,1012332,1058107,1058107,602 W 29TH ST,INDIANAPOLIS,151203,0,1,1,0,0,0,1,MO,5129.97852457736,336.499380736116
2905,1309985,4006271,4006271,4315 N RITTER AVE,INDIANAPOLIS,280637,1,1,1,0,0,0,1,MO,15070.1860751973,536.760627425772
2906,1017610,1007316,1007316,3426 E 25TH ST,INDIANAPOLIS,326529,1,1,1,0,0,0,1,MO,8252.22454459979,430.106522612099
2907,1068668,1040737,1040737,1817 S STATE AVE,INDIANAPOLIS,314193,0,1,1,0,0,0,1,MO,4605.8939757405,336.003929392117
2908,1140754,5000226,5000226,5715 S WALCOTT ST,INDIANAPOLIS,122303,1,0,1,0,0,0,1,MO,20003.5530826807,600.100346620306
2909,1025337,1041286,1041286,2018 N COLLEGE AVE,INDIANAPOLIS,270658,0,1,1,0,0,0,1,MO,4694.18692751825,323.074437431227
2910,1008090,1039468,1039468,3108 N COLORADO AVE,INDIANAPOLIS,98414,1,1,1,0,1,0,1,MO,5225.24555435412,345.983374139861
2911,1070887,1057595,1057595,39 E LEGRANDE AVE,INDIANAPOLIS,258457,0,1,1,0,0,0,1,MO,3283.91743170316,273.874244512222
3547,1268734,9009122,9009122,1708 N SOMERSET AVE,INDIANAPOLIS,90768,0,1,1,0,0,0,1,MO,5279.54722164817,344.019775011816
3548,1298888,9005895,9005895,2712 S HOLT RD,INDIANAPOLIS,201876,1,1,1,0,0,0,1,MO,5200.58962155113,340.029633870315
3549,1250369,8010225,8010225,4126 ROOKWOOD AVE,INDIANAPOLIS,338838,0,1,1,0,0,0,1,MO,5000.00217231011,330.000371322945
3550,1276353,9028369,9028369,3440 GARDEN AVE,INDIANAPOLIS,7627,1,1,1,0,0,0,1,MO,11031.1938847991,545.421010623116
3551,1065396,1001287,1001287,4804 SOUTHEASTERN AVE,INDIANAPOLIS,304763,0,1,1,0,0,0,1,MO,8366.81863651946,434.904981739564
3552,1316798,1051152,1051152,3722 BALTIMORE AVE,INDIANAPOLIS,333521,1,1,1,0,0,0,1,MO,5615.8928932066,360.543132149333
3553,1041464,1060633,1060633,553 N PARKER AVE,INDIANAPOLIS,117131,0,1,1,0,0,0,1,MO,5219.19401476857,361.984305295924
3554,1320745,7008176,7008176,521 N EMERSON AVE,INDIANAPOLIS,140691,0,1,1,0,0,0,1,MO,4807.86521276509,334.270148804885
3555,1173591,6008436,6008436,5454 PHEASANT CT,INDIANAPOLIS,306943,1,0,1,0,0,0,0,MO,651.000371695325,104.000041406602
3556,1003898,1030840,1030840,1048 W 36TH ST,INDIANAPOLIS,14804,1,1,1,0,0,0,1,MO,5597.99617690037,389.950472394102
3557,1007777,1064417,1064417,3119 N GLADSTONE AVE,INDIANAPOLIS,188860,1,1,1,0,0,0,1,MO,5225.62051012187,346.003203828226
3558,1318631,1064406,1064406,3138 N BANCROFT ST,INDIANAPOLIS,16913,1,0,1,0,0,0,1,MO,8322.37723414632,432.889130648851
3559,1028485,1064144,1064144,1718 MILBURN ST,INDIANAPOLIS,204922,0,1,1,1,0,0,0,MO,4439.87541067593,314.003930801697
3560,1054067,1056085,1056085,433 S KEYSTONE AVE,INDIANAPOLIS,307290,0,1,1,0,0,0,1,MO,2989.98399006096,306.016249381343
3561,1033184,1013809,1013809,2506 E 13TH ST,INDIANAPOLIS,230945,0,1,1,0,0,0,1,MO,2604.80674393602,226.309896058175
3562,1249435,8014045,8014045,4241 N COLLEGE AVE,INDIANAPOLIS,332568,0,1,1,0,0,0,1,MO,6401.86998171446,400.10119772744
3563,1310100,4006296,4006296,4303 LESLEY AVE,INDIANAPOLIS,95798,1,1,1,0,0,0,1,MO,28401.1818479038,678.328307871016
3564,1005174,1030902,1030902,3335 FOREST MANOR AVE,INDIANAPOLIS,295263,0,1,1,0,0,0,1,MO,8516.85618371755,426.458734893646
3565,1008478,1047715,1047715,1430 CONGRESS AVE,INDIANAPOLIS,45976,0,1,1,0,1,0,1,MO,5074.97418607194,359.999731377806
3566,1267768,9024386,9024386,1836 SHARON AVE,INDIANAPOLIS,320708,0,1,1,0,0,0,1,MO,5218.18715950564,340.905143174853
3567,1284847,9022911,9022911,225 S WARMAN AVE,INDIANAPOLIS,8003,0,1,1,0,0,0,1,MO,4828.93437239214,346.22935601628
3568,1289558,9010432,9010432,740 INGOMAR ST,INDIANAPOLIS,142048,1,1,1,0,0,0,1,MO,5840.14293040915,372.004407830852
3569,1009677,1028381,1028381,4021 E 31ST ST,INDIANAPOLIS,173429,1,1,1,0,0,0,1,MO,4494.79241303028,306.597767013528
3570,1305052,6000915,6000915,6447 MICHIGAN RD,INDIANAPOLIS,34811,0,1,1,0,0,0,1,MO,20656.4641957468,681.153285678415
3571,1173032,6011244,6011244,4411 GUION RD,INDIANAPOLIS,212420,0,1,1,0,0,0,1,MO,28351.8152861349,772.722577575831
3572,1053439,1032643,1032643,402 S PARKER AVE,INDIANAPOLIS,174921,0,1,1,0,0,0,1,MO,5280.42787445176,344.007726687413
3573,1317252,1010057,1010057,3715 N KENWOOD AVE,INDIANAPOLIS,178636,0,1,1,1,0,0,0,MO,5445.22518196674,346.510096063809
3574,1018301,1063630,1063630,2446 N LASALLE ST,INDIANAPOLIS,25372,1,0,1,0,0,0,1,MO,6401.80126687963,400.072103841658
3575,1188875,7000313,7000313,1795 N SHADELAND AVE,INDIANAPOLIS,88504,0,1,1,0,0,0,1,MO,7710.42251976223,389.17449969921
3576,1068386,1064444,1064444,1506 LAWTON AVE,INDIANAPOLIS,35708,0,1,1,0,0,0,1,MO,3690.22999554301,306.013446907084
3577,1076976,1096902,1096902,2755 S WALCOTT ST,INDIANAPOLIS,280952,0,1,1,0,0,0,1,MO,5961.2980671363,313.752519963529
3578,1058595,1049578,1049578,909 MARION AVE,INDIANAPOLIS,216107,0,1,1,0,0,0,1,MO,3460.37875110434,306.759946893269
3579,1318361,7000791,7000791,3549 N EMERSON AVE,INDIANAPOLIS,106135,0,1,1,0,0,0,1,MO,9733.37520313455,491.91277957003
3580,1049030,1002828,1002828,27 HENDRICKS PL,INDIANAPOLIS,9038,0,1,1,0,0,0,0,MO,3454.31689076532,252.727656006441
3581,1001848,1094623,1094623,3524 SCHOFIELD AVE,INDIANAPOLIS,105666,1,1,1,0,0,0,1,MO,14005.821647014,510.144071249454
3582,1053468,1020014,1020014,410 S TEMPLE AVE,INDIANAPOLIS,49373,0,1,1,0,0,0,1,MO,2650.08644482776,205.999476474828
3583,1041672,1052352,1052352,611 N GRANT AVE,INDIANAPOLIS,52206,1,1,1,0,1,0,1,MO,5032.27297885099,346.003404838653
3584,1275688,9022166,9022166,952 N HOLMES AVE,INDIANAPOLIS,182533,0,1,1,0,0,0,1,MO,4446.04609148188,324.075520607287
3585,1253787,9052076,9052076,6364 W 35TH PL,INDIANAPOLIS,160890,0,1,1,0,0,0,0,MO,548.217862644211,97.7153503637483
3586,1012497,1059998,1059998,2868 CAROLINE AVE,INDIANAPOLIS,222156,0,1,1,0,0,0,1,MO,7555.57620772879,375.801735131905
3587,1203266,7031378,7031378,410 S ARLINGTON AVE,INDIANAPOLIS,122112,0,1,1,0,0,0,1,MO,9712.25551200605,493.334306698057
3588,1329007,2001488,2001488,3017 S LYONS AVE,INDIANAPOLIS,278305,0,1,1,1,0,0,1,MO,5200.06818968229,340.001553318243
3589,1019404,1050329,1050329,1325 EDGEMONT AVE,INDIANAPOLIS,172294,1,1,1,0,0,0,1,MO,5199.42451387786,339.992770220867
3590,1046471,1015291,1015291,239 N TEMPLE AVE,INDIANAPOLIS,234951,1,0,1,1,0,0,0,MO,4999.77388239667,329.99118202447
3591,1306924,8006822,8006822,2620 W 58TH ST,INDIANAPOLIS,288372,1,1,1,0,1,0,1,MO,29181.9500268459,683.860660798571
3592,1125859,4016186,4016186,4019 BAKER DR,INDIANAPOLIS,20038,1,1,1,0,0,0,1,MO,6975.66635744353,357.452808884972
3593,1323559,7023857,7023857,2903 S PASADENA ST,INDIANAPOLIS,70209,0,1,1,0,0,0,1,MO,15655.0491477761,512.879025247207
3594,1248256,8014226,8014226,4328 EVANSTON AVE,INDIANAPOLIS,230927,1,0,1,0,0,0,0,MO,5070.02202958617,338.002670328694
3595,1006785,1059833,1059833,3235 HOVEY ST,INDIANAPOLIS,79385,0,1,1,0,1,0,1,MO,6759.70285350797,418.00754909861
3596,1027470,1026337,1026337,1824 HILLSIDE AVE,INDIANAPOLIS,209209,1,1,1,0,1,0,1,MO,15001.0429642122,536.887545986598
3597,1183730,7015579,7015579,6047 E 25TH ST,INDIANAPOLIS,22338,0,1,1,0,0,0,1,MO,6920.50023075254,358.215603883455
3598,1051636,1007275,1007275,244 S GRAY ST,INDIANAPOLIS,218219,1,0,1,1,0,0,0,MO,5280.63467020823,344.017713063332
3599,1013895,1083000,1083000,2825 STUART ST,INDIANAPOLIS,77902,1,0,1,0,0,0,1,MO,4698.92632486888,338.523445220161
2912,1044518,1074042,1074042,339 LYNN ST,INDIANAPOLIS,341806,1,1,1,0,1,0,1,MO,4079.96932570923,307.999738702015
2913,1030438,1028808,1028808,2526 E 16TH ST,INDIANAPOLIS,125742,1,1,1,0,1,0,1,MO,4483.9995329047,311.99975384818
2914,1043258,1061017,1061017,442 N LASALLE ST,INDIANAPOLIS,282972,1,1,1,0,0,0,1,MO,4320.06564661577,312.008920877294
2915,1124704,4012159,4012159,4214 N EDMONDSON AVE,INDIANAPOLIS,82916,1,1,1,0,1,0,1,MO,8800.05208495915,379.999466552677
2916,1253751,9036834,9036834,3513 MINGER RD,INDIANAPOLIS,215143,0,1,1,0,0,0,1,MO,9065.02099476445,399.006293731135
2917,1008280,1054159,1054159,3106 N OLNEY ST,INDIANAPOLIS,327623,0,1,1,0,0,0,1,MO,4987.61903530656,329.392887312903
2918,1268207,9018654,9018654,1830 N BELLEVIEW PL,INDIANAPOLIS,293446,0,1,1,0,0,0,1,MO,5600.12256427106,390.01395245138
2919,1227361,8012096,8012096,6421 BROADWAY ST,INDIANAPOLIS,34318,0,1,1,0,0,0,1,MO,7875.06336076583,414.999646488225
2920,1012986,1028196,1028196,1507 W 29TH ST,INDIANAPOLIS,166214,1,1,1,0,1,0,1,MO,5954.36876642523,362.944467980759
2921,1008948,1017262,1017262,1229 CONGRESS AVE,INDIANAPOLIS,125547,0,1,1,0,1,0,1,MO,5719.93689063251,365.999444278423
2922,1033256,1021389,1021389,1316 N OLNEY ST,INDIANAPOLIS,120497,0,1,1,0,1,0,1,MO,6141.98837641386,387.099628303537
2923,1293791,9032665,9032665,1426 PHILLIPS DR,INDIANAPOLIS,48954,0,1,1,0,0,0,1,MO,13298.5707984356,515.005086852322
2924,1056293,1068645,1068645,1628 FLETCHER AVE,INDIANAPOLIS,201465,0,1,1,0,0,0,1,MO,3753.87899758867,310.259915771201
2925,1178299,7007561,7007561,3425 N BUTLER AVE,INDIANAPOLIS,15369,1,1,1,0,0,0,1,MO,10863.4078233334,534.60405454403
2926,1033755,1043947,1043947,2102 E 12TH ST,INDIANAPOLIS,207668,0,1,1,0,0,0,1,MO,6014.24081891414,380.196016487044
2927,1058051,1013077,1013077,1520 LEXINGTON AVE,INDIANAPOLIS,172657,0,1,1,0,0,0,1,MO,4378.83806416779,320.220024912809
2928,1065699,1003752,1003752,1528 VILLA AVE,INDIANAPOLIS,213069,1,1,1,0,1,0,1,MO,4360.07457152207,298.018113995416
2929,1009905,1094676,1094676,4606 E 30TH ST,INDIANAPOLIS,302207,0,1,1,0,0,0,1,MO,7725.17918369812,403.00766083482
2930,1030444,1061247,1061247,1539 N OLNEY ST,INDIANAPOLIS,236435,1,1,1,0,1,0,1,MO,2343.59293321587,194.799900677612
2931,1006200,1009124,1009124,3264 SCHOFIELD AVE,INDIANAPOLIS,82932,0,1,1,1,1,0,1,MO,6852.97157520345,422.692610227999
2932,1006003,1099729,1099729,3307 N CHESTER AVE,INDIANAPOLIS,221539,1,1,1,0,1,0,1,MO,8491.11963044821,376.427810526987
2933,1007217,1101089,1101089,3239 ELMIRA ST,INDIANAPOLIS,254028,1,1,1,0,1,0,1,MO,1924.99298491417,180.00060263137
2934,1319775,1062598,1062598,2002 W 11TH ST,INDIANAPOLIS,248494,0,1,1,0,0,0,1,MO,1337.45519888067,147.593633844403
2935,1014354,1063099,1063099,332 W 28TH ST,INDIANAPOLIS,311583,1,1,1,0,0,0,1,MO,3089.95179128513,265.99882168823
2936,1179276,7019084,7019084,7210 E 33RD ST,INDIANAPOLIS,59883,1,0,1,0,0,0,1,MO,16651.9937842674,518.832481634158
2937,1008188,1039469,1039469,3108 N COLORADO AVE,INDIANAPOLIS,131501,1,0,1,0,1,0,0,MO,5225.92307648882,345.993617369709
2938,1017222,1073804,1073804,2605 RADER ST,INDIANAPOLIS,258960,0,1,1,1,1,0,1,MO,3359.81424490519,296.001441213641
2939,1023731,1006766,1006766,4104 E 21ST ST,INDIANAPOLIS,156530,1,1,1,0,0,0,1,MO,7550.39718810189,426.772583182981
2940,1047317,1056419,1056419,252 N ARSENAL AVE,INDIANAPOLIS,314151,1,1,1,0,0,0,1,MO,2491.2999781046,306.927108812824
2941,1298613,9007151,9007151,2645 FOLTZ ST,INDIANAPOLIS,272503,1,1,1,0,0,0,1,MO,5199.32490028329,339.989352633636
2942,1040275,1010727,1010727,735 N COLORADO AVE,INDIANAPOLIS,292159,1,1,1,0,0,0,1,MO,5443.93691981144,352.194734824658
2943,1125772,4015312,4015312,4020 CASS CT,INDIANAPOLIS,124485,1,1,1,0,0,0,1,MO,9554.94176333956,387.010059290226
2944,1054353,1036787,1036787,420 S HAMILTON AVE,INDIANAPOLIS,41084,0,1,1,1,0,0,0,MO,3388.03396167954,263.601811632938
2945,1201903,7011740,7011740,6101 DEWEY AVE,INDIANAPOLIS,199109,0,1,1,0,0,0,1,MO,7375.26654070665,434.230886769515
2946,1002356,1067018,1067018,3518 SALEM ST,INDIANAPOLIS,159276,1,1,1,0,0,0,1,MO,5202.14915237013,340.149013206844
2947,1247596,8015558,8015558,4402 EVANSTON AVE,INDIANAPOLIS,39240,0,1,1,0,0,0,1,MO,5720.02611170844,348.002981462208
2948,1045404,1018027,1018027,308 N TACOMA AVE,INDIANAPOLIS,178930,1,1,1,1,1,0,1,MO,3885.18673321084,292.018619804091
2949,1029558,1077606,1077606,1630 N ARSENAL AVE,INDIANAPOLIS,179623,0,1,1,0,1,0,1,MO,5583.63383283039,359.215957198309
2950,1010460,1049661,1049661,4311 E 30TH ST,INDIANAPOLIS,83646,1,1,1,0,0,0,1,MO,4799.42862495967,319.986653061154
2951,1024805,1011198,1011198,2034 N DEARBORN ST,INDIANAPOLIS,29377,1,0,1,0,0,0,1,MO,5399.91864952646,350.000191994746
2952,1046199,1034349,1034349,249 N OXFORD ST,INDIANAPOLIS,17910,0,1,1,0,0,0,1,MO,6524.01881027825,406.18239491955
2953,1060473,1023985,1023985,1113 CHURCH ST,INDIANAPOLIS,50142,1,0,1,0,0,0,0,MO,3599.81283841694,299.994471909379
2954,1009372,1006413,1006413,1218 W 31ST ST,INDIANAPOLIS,4424,1,0,1,0,0,0,0,MO,5818.31774723703,370.92035420814
2955,1290632,9014492,9014492,837 MANHATTAN AVE,INDIANAPOLIS,128948,0,1,1,0,1,0,1,MO,5320.15021741755,346.004654335496
2956,1256750,9034092,9034092,4408 BERTRAND RD,INDIANAPOLIS,116330,1,1,1,0,0,0,1,MO,5960.95218083553,318.704870821473
2957,1127158,4014035,4014035,3932 MALIBU CT,INDIANAPOLIS,219046,0,1,1,0,0,0,1,MO,6576.09707360724,374.732076295869
2958,1271454,9019849,9019849,1408 N PERSHING AVE,INDIANAPOLIS,242063,0,1,1,0,0,0,1,MO,5559.22686857296,374.502175649184
2959,1269608,9018609,9018609,1610 LAFAYETTE RD,INDIANAPOLIS,205828,0,1,1,0,0,0,1,MO,12414.4811214095,464.836762628559
3600,1126558,4015245,4015245,9714 GENEVIEVE CT,INDIANAPOLIS,326719,0,1,1,0,0,0,1,MO,6810.63536150301,345.575590333371
3601,1200225,7011827,7011827,6226 E WASHINGTON ST,INDIANAPOLIS,270607,0,1,1,0,0,0,1,MO,7386.50181146274,395.608637741112
3602,1015013,1073429,1073429,2726 BOULEVARD PL,INDIANAPOLIS,211384,1,1,1,0,0,0,1,MO,7199.52807820916,439.982786911627
3603,1023646,1012102,1012102,2111 COLUMBIA AVE,INDIANAPOLIS,29754,1,0,1,0,0,0,0,MO,5739.35003827388,361.970644904339
3604,1005587,1085707,1085707,3315 WALLACE AVE,INDIANAPOLIS,323701,1,1,1,0,0,0,1,MO,6782.08151421907,371.297013615826
3605,1251065,8020092,8020092,4057 GRACELAND AVE,INDIANAPOLIS,58495,0,1,1,0,0,0,1,MO,5200.00807387422,340.000460378928
3606,1182396,7005909,7005909,2608 N HAWTHORNE LN,INDIANAPOLIS,244905,1,1,1,1,1,0,1,MO,8876.91992114448,394.319782367118
3607,1012161,1094938,1094938,4709 RIBBLE RD,INDIANAPOLIS,56149,0,1,1,0,0,0,1,MO,4889.63549504766,295.995861767127
3608,1282633,9028752,9028752,58 COSSELL DR,INDIANAPOLIS,123780,0,1,1,0,0,0,1,MO,11597.0052233662,564.2029471237
3609,1324792,1095364,1095364,2952 VILLA AVE,INDIANAPOLIS,295932,0,1,1,0,0,0,1,MO,7536.0866661447,400.484122313057
2962,1016961,1098120,1098120,2616 WHITE AVE,INDIANAPOLIS,281256,1,0,1,1,1,0,0,MO,1250.54166790046,142.832894757712
2963,1286954,9013151,9013151,507 S FLEMING ST,INDIANAPOLIS,242440,0,1,1,0,0,0,1,MO,6518.37811434794,360.748716664755
2964,1089731,3003463,3003463,5546 E EDGEWOOD AVE,INDIANAPOLIS,69436,0,1,1,0,0,0,1,MO,69646.2444934014,1197.48111787571
2965,1002052,1091397,1091397,3517 CAROLINE AVE,INDIANAPOLIS,78705,0,1,1,0,0,0,1,MO,5639.85135115272,361.989030129803
2966,1007757,1004335,1004335,3120 ADAMS ST,INDIANAPOLIS,55617,0,1,1,0,0,0,1,MO,5370.41660713493,348.532786813026
2967,1039715,1017597,1017597,813 N DEARBORN ST,INDIANAPOLIS,319492,1,0,1,1,0,0,0,MO,4740.24125794987,317.028964058534
2968,1056831,1054301,1054301,1509 FLETCHER AVE,INDIANAPOLIS,232510,1,1,1,0,0,0,1,MO,4378.86096840195,320.220457512225
2969,1010997,1009353,1009353,2955 STATION ST,INDIANAPOLIS,245242,0,1,1,0,0,0,1,MO,6165.87413484229,436.650073823404
2970,1006517,1047745,1047745,1114 W 33RD ST,INDIANAPOLIS,160977,0,1,1,1,0,0,0,MO,6194.98882181742,423.999821726444
2971,1047506,1015389,1015389,202 N OXFORD ST,INDIANAPOLIS,227004,0,1,1,0,0,0,1,MO,7004.78124935326,430.279840732368
2972,1274277,9022581,9022581,1057 N TREMONT ST,INDIANAPOLIS,110573,0,1,1,0,0,0,1,MO,5550.12633715097,374.002690058395
2973,1323995,9030524,9030524,3605 FARNSWORTH ST,INDIANAPOLIS,293539,1,0,1,0,0,0,0,MO,308410.753811002,3334.55806049623
2974,1012508,1088505,1088505,2881 N LASALLE ST,INDIANAPOLIS,31294,1,0,1,1,0,0,0,MO,4699.60683935596,338.533405774857
2975,1007097,1062575,1062575,3227 WINTHROP AVE,INDIANAPOLIS,300961,1,1,1,0,0,0,1,MO,6559.90555797352,409.574884303968
2976,1023135,1059349,1059349,2165 SUGAR GROVE AVE,INDIANAPOLIS,22189,1,1,1,0,0,0,1,MO,4725.11891973886,340.003619070077
2977,1019793,1006264,1006264,1526 BURDSAL PKWY,INDIANAPOLIS,273501,0,1,1,0,0,0,1,MO,5585.92747972157,359.144454594341
2978,1008675,1088420,1088420,3062 N GLADSTONE AVE,INDIANAPOLIS,20278,0,1,1,0,0,0,1,MO,5225.92080581762,345.993275102036
2979,1038069,1022323,1022323,902 N PARKER AVE,INDIANAPOLIS,233516,1,0,1,0,0,0,1,MO,3645.70147547109,377.712444900766
2980,1014637,1049529,1049529,2751 N OLNEY ST,INDIANAPOLIS,23536,0,1,1,0,0,0,1,MO,6094.61223480248,400.044032025505
2981,1057069,1018524,1018524,639 ARBOR AVE,INDIANAPOLIS,82,0,1,1,0,1,0,1,MO,4939.77428746104,336.006361856988
2982,1021167,1037601,1037601,2305 SHELDON ST,INDIANAPOLIS,288017,1,1,1,0,0,0,1,MO,5278.93913843657,329.272095095518
2983,1010249,1030574,1030574,3020 SHRIVER AVE,INDIANAPOLIS,170072,0,1,1,0,0,0,1,MO,3403.95739858692,258.001228343455
2984,1028119,1050094,1050094,4522 E 18TH ST,INDIANAPOLIS,329977,0,1,1,0,0,0,1,MO,6044.96371059769,387.999846857908
2985,1012213,1028403,1028403,2909 N OLNEY ST,INDIANAPOLIS,216804,1,1,1,0,0,0,1,MO,5991.65153440412,394.553714375483
2986,1000021,1084179,1084179,3651 GUILFORD AVE,INDIANAPOLIS,101334,0,1,1,0,0,0,1,MO,15583.9192733462,576.017262580355
2987,1282624,9024126,9024126,51 N WARMAN AVE,INDIANAPOLIS,264411,1,0,1,0,0,0,1,MO,5129.97510972874,345.999824988749
2988,1010907,1033869,1033869,859 W 30TH ST,INDIANAPOLIS,276947,0,1,1,1,0,0,0,MO,7502.22285131903,370.070275377236
2989,1060342,1069642,1069642,1050 VILLA AVE,INDIANAPOLIS,184402,0,1,1,0,1,0,1,MO,3730.53175982146,302.679849004511
2990,1024813,1072627,1072627,2036 ADAMS ST,INDIANAPOLIS,122158,0,1,1,0,0,0,1,MO,5399.93375008541,350.000468513248
2991,1265080,9005495,9005495,2113 LAFAYETTE RD,INDIANAPOLIS,208853,1,1,1,0,0,0,1,MO,7032.29007355717,381.071640032694
2992,1065859,1006271,1006271,1522 ASBURY ST,INDIANAPOLIS,203774,0,1,1,0,0,0,1,MO,3943.58533413033,299.972781821992
2993,1010338,1061743,1061743,1138 W 30TH ST,INDIANAPOLIS,337763,1,1,1,0,1,0,1,MO,5800.13785001595,370.010685583014
