OBJECTID,STREETNAME,COUNTY,TOWNSHIP,PHOTOYEAR,CONDITION,SHAPELEN
14932,NA,JOHNSON,PLEASANT,2007, ,677.042876012116
14933,NA,JOHNSON,PLEASANT,2007, ,123.413112550653
14934,  County Road 150,JOHNSON,PLEASANT,2007, ,370.836017505941
14935,  Waveland Ln,JOHNSON,PLEASANT,2007, ,406.497642969358
14936,  Waveland Ln,JOHNSON,PLEASANT,2007, ,457.544033205401
14937,YORKTOWN RD,JOHNSON,PLEASANT,2007, ,108.779143150459
14938,  Barrington Dr,JOHNSON,PLEASANT,2007, ,204.550779091407
14939,  Sheffield Dr,JOHNSON,PLEASANT,2007, ,404.369009000808
14940,  Sheffield Dr,JOHNSON,PLEASANT,2007, ,413.720564360479
14941,  Yorktown Rd,JOHNSON,PLEASANT,2007, ,343.814210262153
14942,  Wallington Cir,JOHNSON,PLEASANT,2007, ,116.262824052427
14943,  Wallington Cir,JOHNSON,PLEASANT,2007, ,67.2562543496635
14944,  Wallington Cir,JOHNSON,PLEASANT,2007, ,67.931011272473
14945,  Wallington Cir,JOHNSON,PLEASANT,2007, ,176.536261286285
14946,  Florence Dr,JOHNSON,PLEASANT,2007, ,338.182071918044
14947,  Florence Dr,JOHNSON,PLEASANT,2007, ,197.008240266598
14948,  Village Ln,JOHNSON,PLEASANT,2007, ,175.236166914182
14949,  Meriman Dr,JOHNSON,PLEASANT,2007, ,599.076965781199
14950,  Village Ln,JOHNSON,PLEASANT,2007, ,551.256670304681
14951,  Village Ln,JOHNSON,PLEASANT,2007, ,229.467164123441
14952,  Village Ln,JOHNSON,PLEASANT,2007, ,513.37884374782
14953,PRIVATE,JOHNSON,PLEASANT,2007, ,198.162856885835
14954,NA,JOHNSON,PLEASANT,2007, ,353.359307094295
14955,  Wellington Cir,JOHNSON,PLEASANT,2007, ,142.059569734237
14956,  Wellington Cir,JOHNSON,PLEASANT,2007, ,171.590880093136
14957,  Wallington Cir,JOHNSON,PLEASANT,2007, ,13.2149824211376
14958,  Wallington Cir,JOHNSON,PLEASANT,2007, ,34.3995207399631
14959,  Wallington Cir,JOHNSON,PLEASANT,2007, ,710.243654057878
14960,NA,JOHNSON,PLEASANT,2007, ,141.817561354825
14961,  United States Highway 31,JOHNSON,PLEASANT,2007, ,443.623333121177
14962,  Village Ln,JOHNSON,PLEASANT,2007, ,395.35778966844
14963,  Smock Dr,JOHNSON,PLEASANT,2007, ,102.697339767196
14964,  Smock Dr,JOHNSON,PLEASANT,2007, ,32.1055788333333
14965,  Smock Dr,JOHNSON,PLEASANT,2007, ,88.0658682417772
14966,  Northpointe Dr,JOHNSON,FRANKLIN,2007, ,198.392830708041
14967,  Northpointe Dr,JOHNSON,FRANKLIN,2007, ,230.226936124824
14968,  Sextant Dr,JOHNSON,FRANKLIN,2007, ,131.750307935444
14969,  Sextant Dr,JOHNSON,FRANKLIN,2007, ,129.792317808389
14970,  Northpointe Dr,JOHNSON,FRANKLIN,2007, ,520.020578966873
14971,  Eastpointe Dr,JOHNSON,FRANKLIN,2007, ,117.999237692094
14972,  Eastpointe Dr,JOHNSON,FRANKLIN,2007, ,131.894776112641
14973,  Eastpointe Dr,JOHNSON,FRANKLIN,2007, ,341.250319586619
14974,  Lancer Dr,JOHNSON,FRANKLIN,2007, ,113.759448444174
14975,  Eastpointe Dr,JOHNSON,FRANKLIN,2007, ,338.333661735345
14976,  Lancer Dr,JOHNSON,FRANKLIN,2007, ,256.226702107816
14977,  Sextant Dr,JOHNSON,FRANKLIN,2007, ,343.194523583334
14978,  Sextant Dr,JOHNSON,FRANKLIN,2007, ,347.08498475687
14979,  Lancer Dr,JOHNSON,FRANKLIN,2007, ,48.6135515478501
14980,  Lancer Dr,JOHNSON,FRANKLIN,2007, ,256.703765518252
14981,  Sextant Dr,JOHNSON,FRANKLIN,2007, ,255.698529195996
14982,  Sextant Dr,JOHNSON,FRANKLIN,2007, ,136.598361181018
14983,  Lancer Dr,JOHNSON,FRANKLIN,2007, ,32.0832691666667
14984,  Eastpointe Dr,JOHNSON,FRANKLIN,2007, ,322.29167825
14985,  Eastpointe Dr,JOHNSON,FRANKLIN,2007, ,333.473518989906
14986,  Lancer Dr,JOHNSON,FRANKLIN,2007, ,121.076559975825
14987,  Lancer Dr,JOHNSON,FRANKLIN,2007, ,155.938469458654
14988,  Dowden Dr,JOHNSON,FRANKLIN,2007, ,260.557394675645
14989,  Dowden Dr,JOHNSON,FRANKLIN,2007, ,149.725297311377
14990,PROFESSIONAL DR,JOHNSON,FRANKLIN,2007, ,77.7777315833334
14991,  Dowden Dr,JOHNSON,FRANKLIN,2007, ,358.26404725
14992,  Dowden Dr,JOHNSON,FRANKLIN,2007, ,352.430725583334
14993,  Eastpointe Dr,JOHNSON,FRANKLIN,2007, ,352.92197232995
14994,  Eastpointe Dr,JOHNSON,FRANKLIN,2007, ,179.391434211361
14995,  Eastpointe Dr,JOHNSON,FRANKLIN,2007, ,151.181252737946
14996,  Southpointe Dr,JOHNSON,FRANKLIN,2007, ,226.0938088075
14997,  Southpointe Dr,JOHNSON,FRANKLIN,2007, ,179.877613639099
14998,  Eastpointe Dr,JOHNSON,FRANKLIN,2007, ,334.675609580618
14999,  Earlywood Dr,JOHNSON,FRANKLIN,2007, ,115.731081174714
15000,  Earlywood Dr,JOHNSON,FRANKLIN,2007, ,95.497041369048
14461,  Commission Rd,JOHNSON,WHITE RIVER,2007, ,335.350388254889
14462,  Commission Pl,JOHNSON,WHITE RIVER,2007, ,293.97438722386
14463,  Commission Rd,JOHNSON,WHITE RIVER,2007, ,560.713299707662
14464,  Rosengarten Dr,JOHNSON,WHITE RIVER,2007, ,736.821769105931
14465,  Easy St,JOHNSON,WHITE RIVER,2007, ,227.98816506795
14466,  Commission Rd,JOHNSON,WHITE RIVER,2007, ,172.186933746608
14467,  Easy St,JOHNSON,WHITE RIVER,2007, ,80.2217573995433
14468,  Rosengarten Dr,JOHNSON,WHITE RIVER,2007, ,725.136219483146
14469,NA,JOHNSON,WHITE RIVER,2007, ,594.065487397243
14470,  Stonehedge East Dr,JOHNSON,WHITE RIVER,2007, ,199.939955472541
14471,  Stonehedge East Dr,JOHNSON,WHITE RIVER,2007, ,323.390719881957
14472,NA,JOHNSON,WHITE RIVER,2007, ,153.125021833333
14473,NA,JOHNSON,WHITE RIVER,2007, ,113.751139739875
14474,  Cambridge Dr,JOHNSON,WHITE RIVER,2007, ,575.978813968153
14475,  Prarie Dr,JOHNSON,WHITE RIVER,2007, ,392.426164780183
14476,  Cambridge Dr,JOHNSON,WHITE RIVER,2007, ,245.994165945092
14477,PRAIRIE,JOHNSON,WHITE RIVER,2007, ,424.134829502242
14478,  Kirkwood Ct,JOHNSON,WHITE RIVER,2007, ,613.2623770378
14479,  Cambridge Dr,JOHNSON,WHITE RIVER,2007, ,273.680986324547
14480,  Meridian Meadows Ct,JOHNSON,WHITE RIVER,2007, ,1158.13314839917
14481,  Stonehedge Ct,JOHNSON,WHITE RIVER,2007, ,404.063749716698
14482,  Stonehedge Ct,JOHNSON,WHITE RIVER,2007, ,303.358309078287
14483,KARA LN,JOHNSON,WHITE RIVER,2007, ,425.62894210987
14484,KARA LN,JOHNSON,WHITE RIVER,2007, ,435.907908265461
14485,  Commission Rd,JOHNSON,WHITE RIVER,2007, ,345.625306457898
14486,  Easy St,JOHNSON,WHITE RIVER,2007, ,82.1541616616753
14487,  Easy St,JOHNSON,WHITE RIVER,2007, ,465.212121762341
14488,  Timber Village Dr,JOHNSON,WHITE RIVER,2007, ,867.264848535317
14489,  Timber Village Dr,JOHNSON,WHITE RIVER,2007, ,820.775100926622
14490,  Creekside Ln,JOHNSON,WHITE RIVER,2007, ,767.711366514458
14491,  Creekside Ln,JOHNSON,WHITE RIVER,2007, ,875.869520320232
14492,  Stonegate Dr,JOHNSON,WHITE RIVER,2007, ,92.362315552475
14493,  Stonegate Dr,JOHNSON,WHITE RIVER,2007, ,196.877334318577
14494,  Stonegate Dr,JOHNSON,WHITE RIVER,2007, ,66.599080249032
14495,  Stonegate Dr,JOHNSON,WHITE RIVER,2007, ,298.000554321582
14496,NA,JOHNSON,WHITE RIVER,2007, ,929.385859963083
14497,NA,JOHNSON,WHITE RIVER,2007, ,244.068368643643
14498,S State Road 135,JOHNSON,WHITE RIVER,2007, ,57.3825543847622
14499,S State Road 135,JOHNSON,WHITE RIVER,2007, ,230.624254419825
14500,  Meridian Meadows Rd,JOHNSON,WHITE RIVER,2007, ,148.938675976866
14501,  Meridian Meadows Rd,JOHNSON,WHITE RIVER,2007, ,867.374441204524
14502,  Meridian Meadows Rd,JOHNSON,WHITE RIVER,2007, ,276.669391622464
14503,  Meridian Meadows Rd,JOHNSON,WHITE RIVER,2007, ,400.62199188353
14504,  Cambridge Dr,JOHNSON,WHITE RIVER,2007, ,272.712343325264
14505,  Cambridge Ct,JOHNSON,WHITE RIVER,2007, ,620.405962310291
14506,  Cambridge Dr,JOHNSON,WHITE RIVER,2007, ,317.673949344629
14507,  Sable Ridge Pl,JOHNSON,WHITE RIVER,2007, ,1078.76535073864
14508,  Sable Ridge Pl,JOHNSON,WHITE RIVER,2007, ,881.134953233742
14509,S State Road 135,JOHNSON,WHITE RIVER,2007, ,99.6574291863988
14510,N SR 135,JOHNSON,WHITE RIVER,2007, ,209.899510505464
14511,S State Road 135,JOHNSON,WHITE RIVER,2007, ,132.399975199124
14512,SR 135,JOHNSON,WHITE RIVER,2007, ,102.854980380856
14513,S State Road 135,JOHNSON,WHITE RIVER,2007, ,183.315954963818
14514,  Brixton Dr,JOHNSON,WHITE RIVER,2007, ,419.70805673512
14515,  Brixton Ln,JOHNSON,WHITE RIVER,2007, ,249.688215887736
14516,  Brixton Ln,JOHNSON,WHITE RIVER,2007, ,203.367087054899
14517,  Brixton Dr,JOHNSON,WHITE RIVER,2007, ,557.38026963745
14518,  Brixton Dr,JOHNSON,WHITE RIVER,2007, ,103.049501217987
14519,  Sable Creek Ln,JOHNSON,WHITE RIVER,2007, ,414.780602144964
14520,  Sable Ridge Dr,JOHNSON,WHITE RIVER,2007, ,316.993177227071
14521,  Sable Creek Ln,JOHNSON,WHITE RIVER,2007, ,412.710393269921
14522,  Sable Creek Ln,JOHNSON,WHITE RIVER,2007, ,401.86759934804
14523,  Sable Creek Ln,JOHNSON,WHITE RIVER,2007, ,123.0600732345
14524,  Sable Ridge Dr,JOHNSON,WHITE RIVER,2007, ,579.282680686195
14525,  Sable Ridge Dr,JOHNSON,WHITE RIVER,2007, ,377.573041916775
14526,S State Road 135,JOHNSON,WHITE RIVER,2007, ,260.000497127965
14527,S State Road 135,JOHNSON,WHITE RIVER,2007, ,92.3815035555884
14528,NA,JOHNSON,WHITE RIVER,2007, ,211.481778527436
14529,NA,JOHNSON,WHITE RIVER,2007, ,199.321946150552
14530,  Shady Creek Dr,JOHNSON,WHITE RIVER,2007, ,405.932509974008
14531,  Shady Creek Dr,JOHNSON,WHITE RIVER,2007, ,413.051115200932
14532,  Joy Ct,JOHNSON,WHITE RIVER,2007, ,423.400496573374
14533,  Joy Ct,JOHNSON,WHITE RIVER,2007, ,124.040248395221
14534,  Joy Dr,JOHNSON,WHITE RIVER,2007, ,122.014898319967
14535,NA,JOHNSON,WHITE RIVER,2007, ,67.0902422865574
14536,  Joy Dr,JOHNSON,WHITE RIVER,2007, ,576.725479252941
14537,  Joy Dr,JOHNSON,WHITE RIVER,2007, ,255.751432879573
14538,  Black Bird Ln,JOHNSON,WHITE RIVER,2007, ,773.217654189741
14539,  Black Bird Ln,JOHNSON,WHITE RIVER,2007, ,288.872075535207
14540,  Raccoon Run,JOHNSON,WHITE RIVER,2007, ,998.471901204105
14541,  Covered Bridge Rd,JOHNSON,WHITE RIVER,2007, ,358.770891384344
14542,  Covered Bridge Rd,JOHNSON,WHITE RIVER,2007, ,352.748075392316
14543,  Winding Trl,JOHNSON,WHITE RIVER,2007, ,196.950568908147
14544,  Winding Trl,JOHNSON,WHITE RIVER,2007, ,249.771565772696
14545,  Whispering Trl,JOHNSON,WHITE RIVER,2007, ,808.373650488868
14546,  Whispering Trl,JOHNSON,WHITE RIVER,2007, ,534.07308924014
14302,  Gentry Ct,HENDRICKS,GUILFORD,2007, ,274.066388235377
14303,  Shaw St,HENDRICKS,GUILFORD,2007, ,628.039521011022
14304,  Shaw St,HENDRICKS,GUILFORD,2007, ,180.316575706592
14305,  Shaw St,HENDRICKS,GUILFORD,2007, ,279.191793751128
14306,NA,HENDRICKS,GUILFORD,2007, ,332.916976505011
14307,  Shaw St,HENDRICKS,GUILFORD,2007, ,133.094805818972
14308,NA,HENDRICKS,GUILFORD,2007, ,318.788583164947
14309,  Wabash St,HENDRICKS,GUILFORD,2007, ,127.689169503938
14310,NA,HENDRICKS,GUILFORD,2007, ,333.832150231305
14311,  Walnut St,HENDRICKS,GUILFORD,2007, ,147.138698501562
14312,  Walnut St,HENDRICKS,GUILFORD,2007, ,137.90973460355
14313,  Wabash St,HENDRICKS,GUILFORD,2007, ,627.126626554562
14314,  Wabash St,HENDRICKS,GUILFORD,2007, ,581.747985872304
14315,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,28.1229677558942
14316,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,75.6977634361139
14317,  State Road 267,HENDRICKS,GUILFORD,2007, ,67.7863612448061
14318,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,100.866918740913
14319,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,178.365529068143
14320,NA,HENDRICKS,GUILFORD,2007, ,368.202964650613
14321,NA,HENDRICKS,GUILFORD,2007, ,191.46829310712
14322,NA,HENDRICKS,GUILFORD,2007, ,77.0698426326422
14323,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,543.228776587385
14324,NA,HENDRICKS,GUILFORD,2007, ,380.521504704626
14325,NA,HENDRICKS,GUILFORD,2007, ,311.387880760573
14326,NA,HENDRICKS,GUILFORD,2007, ,308.908705163985
14327,  State Road 267,HENDRICKS,GUILFORD,2007, ,33.8958691745417
14328,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,16.1522394237989
14329,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,176.947209122971
14330,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,8.39084255385774
14331,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,56.7408166184313
14332,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,21.7947926176515
14333,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,101.616841318347
14334,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,123.290822686271
14335,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,102.262690979479
14336,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,123.300724217524
14337,N Vine St,HENDRICKS,GUILFORD,2007, ,142.498158780927
14338,N Vine St,HENDRICKS,GUILFORD,2007, ,142.245886806217
14339,S East St,HENDRICKS,GUILFORD,2007, ,62.2874421266949
14340,N Vine St,HENDRICKS,GUILFORD,2007, ,139.156000823311
14341,N Vine St,HENDRICKS,GUILFORD,2007, ,169.18963644747
14342,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,255.979690903954
14343,N Center St,HENDRICKS,GUILFORD,2007, ,167.326526067038
14344,N Center St,HENDRICKS,GUILFORD,2007, ,161.842930383215
14345,NA,HENDRICKS,GUILFORD,2007, ,151.949625025037
14346,NA,HENDRICKS,GUILFORD,2007, ,107.339516391827
14347,NA,HENDRICKS,GUILFORD,2007, ,98.937995424007
14348,NA,HENDRICKS,GUILFORD,2007, ,114.904925504651
14349,NA,HENDRICKS,GUILFORD,2007, ,87.560511523252
14350,NA,HENDRICKS,GUILFORD,2007, ,120.960657545793
14351,NA,HENDRICKS,GUILFORD,2007, ,64.220270846446
14352,  Vestal Rd,HENDRICKS,GUILFORD,2007, ,84.7248387512381
14353,  Vestal Rd,HENDRICKS,GUILFORD,2007, ,379.831406929126
14354,  Vestal Rd,HENDRICKS,GUILFORD,2007, ,220.406137436984
14355,  Lewis St,HENDRICKS,GUILFORD,2007, ,273.001008013902
14356,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,201.298870384949
14357,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,272.775208422086
14358,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,196.145681509312
14359,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,49.4224823238264
14360,S Mill St,HENDRICKS,GUILFORD,2007, ,410.659383992202
14361,W Carter St,HENDRICKS,GUILFORD,2007, ,276.726304137602
14362,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,95.6997250277031
14547,  Winding Trl,JOHNSON,WHITE RIVER,2007, ,535.093178982213
14548,NA,JOHNSON,WHITE RIVER,2007, ,118.835227800166
14549,NA,JOHNSON,WHITE RIVER,2007, ,157.048725507554
14550,  Sable Ridge Ln,JOHNSON,WHITE RIVER,2007, ,554.880261134478
14551,  Sable Ridge Ln,JOHNSON,WHITE RIVER,2007, ,519.92479189514
14552,  Sable Ridge Dr,JOHNSON,WHITE RIVER,2007, ,499.511639483068
14553,  Sable Ridge Dr,JOHNSON,WHITE RIVER,2007, ,417.69669813434
14554,  Sable Creek Ln,JOHNSON,WHITE RIVER,2007, ,346.670769477402
14555,  Sable Creek Ln,JOHNSON,WHITE RIVER,2007, ,121.041752666667
14556,  Sable Creek Ct,JOHNSON,WHITE RIVER,2007, ,247.592601697664
14557,  Sable Creek Ct,JOHNSON,WHITE RIVER,2007, ,205.533499419634
14558,  Sable Creek Ln,JOHNSON,WHITE RIVER,2007, ,358.275591383992
14559,  Sable Creek Ln,JOHNSON,WHITE RIVER,2007, ,206.120309030906
14560,SABLE RIDGE CIR,JOHNSON,WHITE RIVER,2007, ,422.525882095572
14561,NA,JOHNSON,WHITE RIVER,2007, ,164.840815377314
14562,NA,JOHNSON,WHITE RIVER,2007, ,247.954816896218
14563,NA,JOHNSON,WHITE RIVER,2007, ,293.654485136093
14564,  Chipmunk Cir,JOHNSON,WHITE RIVER,2007, ,737.725446762092
14565,  Winding Trl,JOHNSON,WHITE RIVER,2007, ,227.811949938606
14566,  Winding Trail Cir,JOHNSON,WHITE RIVER,2007, ,535.87536741918
14567,  Winding Trl,JOHNSON,WHITE RIVER,2007, ,177.741615969187
14568,  Covered Bridge Rd,JOHNSON,WHITE RIVER,2007, ,456.594040495686
14569,  Covered Bridge Rd,JOHNSON,WHITE RIVER,2007, ,343.518120781384
14570,  Whipporwill Way,JOHNSON,WHITE RIVER,2007, ,253.866546389131
14571,  Whipporwill Way,JOHNSON,WHITE RIVER,2007, ,347.4943002196
14572,  Echo Bend,JOHNSON,WHITE RIVER,2007, ,310.580765732178
14573,  Echo Bend,JOHNSON,WHITE RIVER,2007, ,218.937689636676
14574,  Echo Bend,JOHNSON,WHITE RIVER,2007, ,476.979473514472
14575,  Echo Bend,JOHNSON,WHITE RIVER,2007, ,128.8958641313
14576,  Shady Pl,JOHNSON,WHITE RIVER,2007, ,462.831102316574
14577,  Shady Pl,JOHNSON,WHITE RIVER,2007, ,472.999220315933
14578,  Shady Creek Dr,JOHNSON,WHITE RIVER,2007, ,337.017364283475
14579,  Shady Creek Dr,JOHNSON,WHITE RIVER,2007, ,300.119220451857
14580,  Shady Creek Ct,JOHNSON,WHITE RIVER,2007, ,646.666538710259
14581,  Shady Creek Dr,JOHNSON,WHITE RIVER,2007, ,75.0959388844624
14582,  Shady Creek Dr,JOHNSON,WHITE RIVER,2007, ,510.823974143147
14583,  Shady Creek Dr,JOHNSON,WHITE RIVER,2007, ,525.649849090309
14584,N Greenbriar Dr,JOHNSON,WHITE RIVER,2007, ,212.806827176828
14585,  Echo Bend,JOHNSON,WHITE RIVER,2007, ,408.44262899531
14586,  Echo Bend,JOHNSON,WHITE RIVER,2007, ,386.497306357556
14587,  Echo Cir,JOHNSON,WHITE RIVER,2007, ,641.421144104417
14588,  Echo Bend,JOHNSON,WHITE RIVER,2007, ,422.513303580923
14589,  Echo Bend,JOHNSON,WHITE RIVER,2007, ,319.94048707464
14590,  Covered Bridge Rd,JOHNSON,WHITE RIVER,2007, ,796.890008751068
14591,  Whipporwill Way,JOHNSON,WHITE RIVER,2007, ,451.142991461496
14592,  Whipporwill Way,JOHNSON,WHITE RIVER,2007, ,255.712413061416
14593,  Covered Bridge Rd,JOHNSON,WHITE RIVER,2007, ,713.259991290691
14758,  Stoneybrook Grove Dr,JOHNSON,WHITE RIVER,2007, ,362.216080336199
14759,  Lake Ridge Ln,JOHNSON,WHITE RIVER,2007, ,1160.13722750516
14760,NA,JOHNSON,WHITE RIVER,2007, ,448.910687787598
14761,  Webber Way,JOHNSON,WHITE RIVER,2007, ,159.618997532541
14762,  Webber Way,JOHNSON,WHITE RIVER,2007, ,399.090707511343
14763,  Webber Way,JOHNSON,WHITE RIVER,2007, ,183.192006868088
14764,N Greenbriar Dr,JOHNSON,WHITE RIVER,2007, ,471.668772005695
14765,N Greenbriar Dr,JOHNSON,WHITE RIVER,2007, ,438.051107185806
14766,  Concord Way,JOHNSON,WHITE RIVER,2007, ,339.956482839959
14767,  Concord Way,JOHNSON,WHITE RIVER,2007, ,367.2617896663
14768,  Concord Way,JOHNSON,WHITE RIVER,2007, ,186.344564059241
14769,  New Amsterdam Dr,JOHNSON,WHITE RIVER,2007, ,244.991600001319
14770,  New Amsterdam Dr,JOHNSON,WHITE RIVER,2007, ,284.029794961174
14771,N Greenbriar Dr,JOHNSON,WHITE RIVER,2007, ,153.570686024264
14772,N Greenbriar Dr,JOHNSON,WHITE RIVER,2007, ,365.476702417267
14773,  Concord Way,JOHNSON,WHITE RIVER,2007, ,158.287531537287
14774,N Greenbriar Dr,JOHNSON,WHITE RIVER,2007, ,276.135496317709
14775,  Easton Point Way,JOHNSON,WHITE RIVER,2007, ,287.566230868523
14776,  Easton Point Way,JOHNSON,WHITE RIVER,2007, ,255.972314635407
14777,  Crisfield Cir,JOHNSON,WHITE RIVER,2007, ,397.579940860935
14778,  Webber Way,JOHNSON,WHITE RIVER,2007, ,270.767204079337
14363,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,146.633008703755
14364,S Center St,HENDRICKS,GUILFORD,2007, ,140.43904209181
14365,S Center St,HENDRICKS,GUILFORD,2007, ,257.136827012137
14366,S Center St,HENDRICKS,GUILFORD,2007, ,411.929156318566
14367,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,278.123668963224
14368,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,261.182346633427
14369,S Vine St,HENDRICKS,GUILFORD,2007, ,79.8249149538217
14370,S Vine St,HENDRICKS,GUILFORD,2007, ,51.0689648349224
14371,S Vine St,HENDRICKS,GUILFORD,2007, ,33.4054875151521
14372,  Carter St,HENDRICKS,GUILFORD,2007, ,127.039816197005
14373,  Carter St,HENDRICKS,GUILFORD,2007, ,127.794769207874
14374,  Carter St,HENDRICKS,GUILFORD,2007, ,288.345060056662
14375,S East St,HENDRICKS,GUILFORD,2007, ,260.620296958524
14376,  Carter St,HENDRICKS,GUILFORD,2007, ,135.167083221128
14377,S Vine St,HENDRICKS,GUILFORD,2007, ,415.751310466429
14378,  Carter St,HENDRICKS,GUILFORD,2007, ,131.926329313117
14379,  Carter St,HENDRICKS,GUILFORD,2007, ,138.369130151066
14380,  Carter St,HENDRICKS,GUILFORD,2007, ,132.436762884871
14381,S East St,HENDRICKS,GUILFORD,2007, ,271.450614636277
14382,S Vine St,HENDRICKS,GUILFORD,2007, ,272.418233840811
14383,S Vine St,HENDRICKS,GUILFORD,2007, ,267.167051372529
14384,S Vine St,HENDRICKS,GUILFORD,2007, ,18.0554353216416
14385,S Vine St,HENDRICKS,GUILFORD,2007, ,105.88615298963
14386,NA,HENDRICKS,GUILFORD,2007, ,154.678901561199
14387,NA,HENDRICKS,GUILFORD,2007, ,205.753072206464
14388,NA,HENDRICKS,GUILFORD,2007, ,481.396315228977
14389,E Buchanan St,HENDRICKS,GUILFORD,2007, ,472.82361432059
14390,  St Luke Dr,HENDRICKS,GUILFORD,2007, ,84.3684009766797
14391,  St Luke Dr,HENDRICKS,GUILFORD,2007, ,99.081960823413
14392,S Vine St,HENDRICKS,GUILFORD,2007, ,296.215291842343
14393,S Vine St,HENDRICKS,GUILFORD,2007, ,298.408211742967
14394,S East St,HENDRICKS,GUILFORD,2007, ,296.470012034975
14395,S Center St,HENDRICKS,GUILFORD,2007, ,291.575537547381
14396,S Center St,HENDRICKS,GUILFORD,2007, ,261.245153733452
14397,S Center St,HENDRICKS,GUILFORD,2007, ,271.193859064847
14398,S Mill St,HENDRICKS,GUILFORD,2007, ,267.198716978866
14399,W Carter St,HENDRICKS,GUILFORD,2007, ,275.618418875721
14400,S Center St,HENDRICKS,GUILFORD,2007, ,298.214291706808
14401,S Mill St,HENDRICKS,GUILFORD,2007, ,291.439337784105
14402,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,254.429051306888
14403,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,151.328205818233
14404,  Vestal Rd,HENDRICKS,GUILFORD,2007, ,400.796679090929
14405,  Vestal Rd,HENDRICKS,GUILFORD,2007, ,139.907781454596
14406,  Vestal Rd,HENDRICKS,GUILFORD,2007, ,285.227177085899
14407,  Andrews Blvd E Dr,HENDRICKS,GUILFORD,2007, ,511.210768510083
14408,  Andrews Blvd E Dr,HENDRICKS,GUILFORD,2007, ,465.258782264623
14409,  Andrews Blvd,HENDRICKS,GUILFORD,2007, ,310.536410729539
14410,  Andrews Blvd,HENDRICKS,GUILFORD,2007, ,489.907885888636
14411,  Andrews Blvd,HENDRICKS,GUILFORD,2007, ,150.545665366539
14412,NA,HENDRICKS,GUILFORD,2007, ,501.071343891602
14413,NA,HENDRICKS,GUILFORD,2007, ,204.220995533845
14414,  Concord Rd,HENDRICKS,GUILFORD,2007, ,151.629578749671
14415,  Andrews Blvd,HENDRICKS,GUILFORD,2007, ,336.109007476355
14416,  Andrews Blvd,HENDRICKS,GUILFORD,2007, ,288.367531332952
14417,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,344.501727500515
14418,NA,HENDRICKS,GUILFORD,2007, ,43.8601467600191
14419,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,361.015998886903
14420,  Saratoga Pky,HENDRICKS,GUILFORD,2007, ,357.366534501025
14421,  Saratoga Pky,HENDRICKS,GUILFORD,2007, ,95.85578387411
14422,  United States Highway 40,HENDRICKS,GUILFORD,2007, ,490.685363519561
14423,NA,HENDRICKS,GUILFORD,2007, ,230.344524460288
14424,NA,HENDRICKS,GUILFORD,2007, ,255.33005407675
14425,NA,HENDRICKS,GUILFORD,2007, ,289.955953376249
14426,NA,HENDRICKS,GUILFORD,2007, ,107.979760282709
14594,  Winding Trl,JOHNSON,WHITE RIVER,2007, ,379.409780308996
14595,  Winding Trl,JOHNSON,WHITE RIVER,2007, ,295.351901244348
14596,  Whispering Trl,JOHNSON,WHITE RIVER,2007, ,361.202604281543
14597,  Whispering Trl,JOHNSON,WHITE RIVER,2007, ,369.243919384754
14598,  Foxmere Blvd,JOHNSON,WHITE RIVER,2007, ,840.839967183333
14599,  Foxmere Blvd,JOHNSON,WHITE RIVER,2007, ,115.695000445956
14600,  Foxmere Blvd,JOHNSON,WHITE RIVER,2007, ,596.962820803441
14601,  Vandyke Way,JOHNSON,WHITE RIVER,2007, ,272.705237485757
14602,  Vandyke Way,JOHNSON,WHITE RIVER,2007, ,551.881989235383
14603,FRY RD,JOHNSON,WHITE RIVER,2007, ,71.0619795960994
14604,NA,JOHNSON,WHITE RIVER,2007, ,289.573455697
14605,FRY RD,JOHNSON,WHITE RIVER,2007, ,139.645847461758
14606,  Sable Ridge Dr,JOHNSON,WHITE RIVER,2007, ,276.324774293923
