X,Y,OBJECTID,INTERSECTION_TAG,TYPE1,TYPE2,TYPE3,STREET1,STREET2,STREET3,STREET4,STREET5,STREET6,STREET7,STREET8
-86.275912007156805,39.759207775361247,6261,77677,STREET/STREET,BUILT/BUILT,GRADE,IDA ST,GLENN MEADE DR,WINTERHAWK DR,,,,,
-85.953176330763156,39.888842333742041,6262,55867,STREET/STREET,BUILT/BUILT,GRADE,FAIRWAY CIR SDR,FAIRWAY CIR EDR,,,,,,
-86.041270730235155,39.846010053646879,6263,58390,STREET/STREET,BUILT/BUILT,GRADE,51ST ST,KINGMAN DR,,,,,,
-86.050891868312974,39.698320556099461,6266,86740,STREET/STREET,BUILT/BUILT,GRADE,SPRING FLOWER DR,LAKESTONE DR,,,,,,
-86.21101042490325,39.780209799699072,6268,75725,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 3125 W,ALLEY 975 N,,,,,,
-86.175859995962398,39.835682273180225,6270,81237,STREET/STREET,BUILT/BUILT,GRADE,HAUGHEY AVE,44TH ST,HAMPTON DR,,,,,
-85.980156028244338,39.89737786866749,6277,55445,STREET/STREET,BUILT/BUILT,GRADE,SAND SHOAL CT,CHESAPEAKE DR N,CHESAPEAKE DR W,,,,,
-86.086614092168332,39.893062428408513,6278,54464,STREET/STREET,BUILT/BUILT,GRADE,77TH ST,SENTINEL TRAIL,,,,,,
-85.990655615751677,39.860553465745163,6279,57378,STREET/STREET,BUILT/BUILT,GRADE,LETTERMAN AVE,BEAUMONT RD,,,,,,
-86.121198489381115,39.781818424317919,6280,91337,STREET/ALLEY,BUILT/BUILT,GRADE,KEYSTONE AVE,ALLEY 1025 N,,,,,,
-86.170300626732228,39.670137767142066,6281,84467,STREET/STREET,BUILT/BUILT,GRADE,BOULDER RD,GLACIER DR,GLACIER CT,MOUNT RAINIER DR,,,,
-86.086080231573675,39.740476302779342,6282,87233,STREET/STREET,BUILT/BUILT,GRADE,GALA CIR,HOMERIDGE DR,,,,,,
-86.008120892238551,39.925253177552726,6283,56824,STREET/STREET,BUILT/BUILT,GRADE,PINECREEK WAY,RIDGECREEK DR,RIDGECREEK CT,,,,,
-86.037006566919203,39.868767231365823,6284,55170,STREET/STREET,BUILT/BUILT,GRADE,SHAFTER RD,BOY SCOUT RD,,,,,,
-86.21379116696184,39.908342269401459,6285,52747,STREET/STREET,BUILT/BUILT,GRADE,CHADWOOD LN N,CHADWOOD LN E,,,,,,
-86.222936326014846,39.897748843836936,6286,52894,STREET/STREET,BUILT/BUILT,GRADE,BRANCH CREEK WAY,BRANCH WAY,,,,,,
-86.254156403504382,39.794852533608747,6287,78838,STREET/STREET,BUILT/BUILT,GRADE,WHITE OAKS DR,WHITE HORSE RD,,,,,,
-86.190384160435542,39.658910875841983,6289,84394,STREET/STREET,BUILT/BUILT,GRADE,MONAGHAN LN,,,,,,,
-86.028496661773275,39.815945719642777,6291,58307,STREET/STREET,BUILT/BUILT,GRADE,POTOMAC AVE,ROSEWAY DR,,,,,,
-86.092662528795572,39.895194384517779,6293,54307,STREET/STREET,BUILT/BUILT,GRADE,78TH ST,CREE TRAIL,,,,,,
-86.064418535461826,39.680293820028062,6294,86069,STREET/STREET,BUILT/BUILT,GRADE,FOOLISH PLEASURE LN,FIRST LADY BLVD,,,,,,
-86.117011300777946,39.805189929049703,6296,71734,STREET/STREET,BUILT/BUILT,GRADE,27TH ST,RURAL ST,,,,,,
-86.162098093082065,39.75418297774759,6297,74060,STREET/STREET,BUILT/BUILT,GRADE,RAY ST,CAPITOL AVE,,,,,,
-86.249743125537819,39.868039980378718,6298,50566,STREET/STREET,BUILT/BUILT,GRADE,TWIN CREEKS DR,BIRD BRANCH DR,,,,,,
-86.236466661512225,39.883230479207661,6300,52056,STREET/STREET,BUILT/BUILT,GRADE,NEW AUGUSTA RD,72ND ST,,,,,,
-86.113817423581807,39.76663537815709,6301,72742,STREET/STREET,BUILT/BUILT,GRADE,PARKER AVE,MOORE AVE,,,,,,
-86.008029505890889,39.830033076554287,6302,57635,STREET/STREET,BUILT/BUILT,GRADE,PINEHURST DR E,PINEHURST DR S,,,,,,
-86.066333960862679,39.644887258002584,6303,85377,STREET/STREET,BUILT/BUILT,GRADE,SOUTHERN SPRINGS WAY,SOUTHERN SPRINGS BLVD,SOUTHERN SPRINGS DR,,,,,
-86.133445403733745,39.660978881289715,6304,85424,STREET/STREET,BUILT/BUILT,GRADE,CREEKBROOK DR,GRUBE ST,,,,,,
-86.307626934620799,39.669227171125875,6310,83000,STREET/STREET,BUILT/BUILT,GRADE,MILLS RD,TROTTER RD,,,,,,
-86.247516517822547,39.855929760809381,6313,51575,STREET/STREET,BUILT/BUILT,GRADE,PIN OAK DR,PIN OAK WAY,57TH ST,,,,,
-86.071639691521185,39.917074132882291,6314,55120,STREET/STREET,BUILT/BUILT,GRADE,WARWICK CASTLE LN,STAFFORD CASTLE LN,,,,,,
-86.152499683576224,39.642967350970146,6319,83794,STREET/STREET,BUILT/BUILT,GRADE,NARCISSUS DR,VALLEY ESTATES DR,,,,,,
-86.081506682691938,39.817427190486541,6320,58844,STREET/STREET,BUILT/BUILT,GRADE,MARDENNA AVE,WINSTON PL,,,,,,
-86.116401089341295,39.704329936860866,6321,87966,STREET/STREET,BUILT/BUILT,GRADE,FOX HARBOUR EDR,FOX HARBOUR NDR,,,,,,
-86.174396021894566,39.647525853687696,6322,84063,STREET/STREET,BUILT/BUILT,GRADE,VALLEY VIEW DR,TREVELLIAN WAY,,,,,,
-86.076789503411874,39.756863520548144,6323,72801,STREET/STREET,BUILT/BUILT,GRADE,IRVINGTON AVE,LEXINGTON AVE,,,,,,
-85.943730521374675,39.888456980623623,6324,56376,STREET/STREET,BUILT/BUILT,GRADE,ANTHONY CIR,COBBLESTONE EDR,COBBLESTONE SDR,,,,,
-86.001501722411618,39.83696299153943,6325,57371,STREET/STREET,BUILT/BUILT,GRADE,MEADOWLARK DR,STOUFFER LN,,,,,,
-86.11649010301268,39.641978798234739,6327,84895,STREET/STREET,BUILT/BUILT,GRADE,PALO VERDE DR,LA CORRIDA DR,,,,,,
-86.162260614394214,39.776889150365335,6329,74900,STREET/STREET,BUILT/BUILT,GRADE,ROANOKE ST,WALNUT ST,,,,,,
-86.263092181556345,39.753066515849071,6330,78048,STREET/STREET,BUILT/BUILT,GRADE,RAY ST,KIEL AVE,,,,,,
-86.166076660687992,39.754265997572197,6331,74713,STREET/STREET,BUILT/BUILT,GRADE,MISSOURI ST,I-70 079 RAMP G,,,,,,
-86.137370869845668,39.857000481828599,6332,81221,STREET/STREET,BUILT/BUILT,GRADE,CRESTVIEW AVE,57TH ST,,,,,,
-86.098312813941433,39.897735857433958,6333,54379,STREET/STREET,BUILT/BUILT,GRADE,DEAN RD,79TH ST,,,,,,
-86.212962948832271,39.88867658290399,6334,53218,STREET/STREET,BUILT/BUILT,GRADE,75TH ST,SPRING LN,,,,,,
-86.103222654149363,39.786624809272894,6335,71955,STREET/ALLEY,BUILT/BUILT,GRADE,NOWLAND AVE,ALLEY 3750 E,,,,,,
-86.188388645597627,39.74759179122907,6336,75796,STREET/STREET,BUILT/BUILT,GRADE,BLAINE AVE,HOWARD ST,,,,,,
-86.154422178647522,39.817531859932849,6337,77338,STREET/STREET,BUILT/BUILT,GRADE,PENNSYLVANIA ST,34TH ST,,,,,,
-86.178053770165107,39.801903039357562,6338,76378,STREET/STREET,BUILT/BUILT,GRADE,EDGEMONT AVE,RADER ST,,,,,,
-86.141324146151021,39.804293129919962,6339,77158,STREET/ALLEY,BUILT/BUILT,GRADE,ALLEY 950 E,ALLEY 2600 N,,,,,,
-86.092612062256833,39.769684651162059,6340,72837,STREET/STREET,BUILT/BUILT,GRADE,WASHINGTON ST,LINWOOD AVE,,,,,,
-86.14563835005562,39.636377315219086,6341,83716,STREET/STREET,BUILT/BUILT,GRADE,BISON CREEK DR,BUFFALO RUN DR,,,,,,
-86.149436692320094,39.784404862154801,6342,76215,STREET/STREET,BUILT/BUILT,GRADE,13TH ST,CENTRAL AVE,,,,,,
-86.04587336455397,39.827331545269708,6343,58559,STREET/STREET,BUILT/BUILT,GRADE,PENDLETON PIKE,SHADELAND AVE,,,,,,
-86.08381883205216,39.718092382661382,6346,87180,STREET/STREET,BUILT/BUILT,GRADE,BELLEFONTAINE ST,02ND AVE,,,,,,
-86.110711008947746,39.8033904505441,6347,71097,STREET/STREET,BUILT/BUILT,GRADE,25TH ST,LASALLE ST,,,,,,
-86.145484764273377,39.785489534859394,6348,92837,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 675 E,14TH ST,,,,,,
-86.129450212350022,39.745066321749256,6349,88200,STREET/STREET,BUILT/BUILT,GRADE,ASBURY ST,MINNESOTA ST,,,,,,
-86.123403653158405,39.738921587066812,6350,87669,STREET/STREET,BUILT/BUILT,GRADE,LEGRANDE AVE,ST PAUL ST,,,,,,
-86.145732335672747,39.843928017311846,6351,80981,STREET/STREET,BUILT/BUILT,GRADE,50TH ST,COLLEGE AVE,,,,,,
-86.092767393425234,39.784480301961644,6352,72661,STREET/STREET,BUILT/BUILT,GRADE,13TH ST,LINWOOD AVE,,,,,,
-86.146857486356453,39.828635927334602,6353,80699,STREET/ALLEY,BUILT/BUILT,GRADE,40TH ST,ALLEY 625 E,,,,,,
-86.054802435056601,39.646560596240938,6354,85524,STREET/STREET,BUILT/BUILT,GRADE,CROSSER DR,SILVERADO DR,,,,,,
-86.091938612391672,39.696760472290833,6355,86858,STREET/STREET,BUILT/BUILT,GRADE,ANDREA DR,09TH AVE,MALDEN LN,,,,,
-86.251392719783738,39.75515991064627,6356,78375,STREET/STREET,BUILT/BUILT,GRADE,MCCARTY ST,MANHATTAN AVE,,,,,,
-86.155164907902218,39.772650905953448,6357,72876,STREET/ALLEY,BUILT/BUILT,GRADE,TALBOTT ST,VERMONT ST,,,,,,
-86.226308288055279,39.722415756206793,6358,89636,STREET/STREET,BUILT/BUILT,GRADE,BERWYN ST,MC CLURE ST,,,,,,
-86.126171498904611,39.745089192615666,6359,87611,STREET/STREET,BUILT/BUILT,GRADE,VILLA AVE,MINNESOTA ST,,,,,,
-86.170037046124975,39.774404633634255,6360,74124,STREET/STREET,BUILT/BUILT,GRADE,BLACKFORD ST,MICHIGAN ST,,,,,,
-86.053116448850517,39.905243745145128,6361,56147,STREET/STREET,BUILT/BUILT,GRADE,CRAIG ST,82ND ST,,,,,,
-86.142943706970172,39.870182159028204,6362,93483,STREET/ALLEY,BUILT/BUILT,GRADE,GUILFORD AVE,ALLEY 6325 N,,,,,,
-86.143662889319899,39.828674983741671,6363,80673,STREET/STREET,BUILT/BUILT,GRADE,CARROLLTON AVE,40TH ST,,,,,,
-86.144298954939273,39.673358047843244,6364,84001,STREET/STREET,BUILT/BUILT,GRADE,SOUTHWOOD DR,CAMDEN ST,,,,,,
-86.227810175245565,39.80953617309212,6365,79921,STREET/STREET,BUILT/BUILT,GRADE,30TH ST,EAGLEDALE DR,,,,,,
-86.082859977663645,39.85506793506827,6366,58890,STREET/STREET,BUILT/BUILT,GRADE,FALL CREEK PKWY NDR,56TH ST,KESSLER BLVD EDR,,,,,
-86.279844008431638,39.825948238293847,6367,79910,STREET/STREET,BUILT/BUILT,GRADE,SHORE DR,PARKDALE PL,,,,,,
-86.312378041561786,39.767596901504447,6368,82547,STREET/STREET,BUILT/BUILT,GRADE,OHIO ST,KIRK DR E,,,,,,
-86.160444997018757,39.776849226986322,6369,74966,STREET/STREET,BUILT/BUILT,GRADE,MUSKINGUM ST,WALNUT ST,,,,,,
-86.158948683562073,39.659585169848718,6370,83943,STREET/STREET,BUILT/BUILT,GRADE,WATERBURY RD,MERIDIAN TERRACE,,,,,,
-86.2502049548646,39.752853212049445,6371,77708,STREET/STREET,BUILT/BUILT,GRADE,WASHINGTON ST,LYNHURST DR,,,,,,
-86.078736672996015,39.759212197203972,6372,72682,STREET/STREET,BUILT/BUILT,GRADE,BUTLER AVE,FLETCHER AVE,,,,,,
-86.160622996602456,39.846776596018188,6373,80916,STREET/STREET,BUILT/BUILT,GRADE,KENWOOD AVE,52ND ST,,,,,,
-86.051336476570555,39.845023552701193,6374,58814,STREET/STREET,BUILT/BUILT,GRADE,LEONE DR,49TH ST,,,,,,
-86.180120911642433,39.789992016723225,6375,76278,STREET/STREET,BUILT/BUILT,GRADE,17TH ST,MONTCALM ST,,,,,,
-86.130692317428327,39.758372101118646,6376,73878,STREET/ALLEY,BUILT/BUILT,GRADE,STATE AVE,ALLEY 650 S,,,,,,
-86.073676026401813,39.779061378690393,6377,70884,STREET/STREET,BUILT/BUILT,GRADE,09TH ST,RITTER AVE,,,,,,
-86.17572980389042,39.804639358793857,6378,77472,STREET/STREET,BUILT/BUILT,GRADE,ANNETTE ST,ROACHE ST,,,,,,
-86.165076856697013,39.924070402569512,6379,51831,STREET/STREET,BUILT/BUILT,GRADE,PINE DR,SPRING MILL RD,,,,,,
-85.985644742110765,39.885410139377562,6380,55873,STREET/STREET,BUILT/BUILT,GRADE,INDIAN LAKE RD,INDIAN LAKE BLVD N,MOHAWK DR,,,,,
-86.196543087654376,39.864963046376523,6381,51161,STREET/STREET,BUILT/BUILT,GRADE,GIFFORD ST,FOX HILL DR,GIFFORD AVE,,,,,
-85.950906798057517,39.884534627451444,6382,56745,STREET/STREET,BUILT/BUILT,GRADE,CABLE DR,HAWKS HILL RD,,,,,,
-86.198254950169456,39.872752853297001,6383,52865,STREET/STREET,BUILT/BUILT,GRADE,KNOLLTON RD,MAYFAIR DR,,,,,,
-86.202834080585561,39.782493382004155,6384,75515,STREET/STREET,BUILT/BUILT,GRADE,11TH ST,BELLEVIEW PL,,,,,,
-86.117977109815641,39.805234477352428,6385,71900,STREET/STREET,BUILT/BUILT,GRADE,27TH ST,EASTERN AVE,,,,,,
-86.295068365889051,39.877217282908958,6386,50062,STREET/STREET,BUILT/BUILT,GRADE,69TH ST,EAGLE CREEK PKWY,,,,,,
-86.144306714369137,39.682737121977603,6387,84010,STREET/STREET,BUILT/BUILT,GRADE,GILBERT AVE,CAMDEN ST,,,,,,
-86.152119650420374,39.710295544734507,6388,88798,STREET/STREET,BUILT/BUILT,GRADE,BARTLETT AVE,ATLANTIC ST,,,,,,
-86.289184943168522,39.779216357861493,6389,78690,STREET/STREET,BUILT/BUILT,GRADE,GIRLS SCHOOL RD,10TH ST,,,,,,
-86.118538199470535,39.778642079029879,6390,72466,STREET/ALLEY,BUILT/BUILT,GRADE,TEMPLE AVE,ALLEY 850 N,,,,,,
-85.96671218058016,39.655505511135281,6391,86279,STREET/STREET,BUILT/BUILT,GRADE,SWAILS ST,HOUSE ST,,,,,,
-86.317046809576269,39.678323582331231,6392,93701,STREET/STREET,BUILT/BUILT,GRADE,STANLEY RD,HATFIELD DR,,,,,,
-86.246765798224104,39.810704878249062,6393,79530,STREET/STREET,BUILT/BUILT,GRADE,WINTON AVE,PATRICIA ST,,,,,,
-86.248377705763644,39.816564117254394,6394,79758,STREET/STREET,BUILT/BUILT,GRADE,ALLISON AVE,34TH ST,,,,,,
-86.028133480190064,39.784915509512111,6395,70662,STREET/STREET,BUILT/BUILT,GRADE,ROSEWAY DR,13TH ST,,,,,,
-86.092398361289824,39.758351481807551,6396,72164,STREET/STREET,BUILT/BUILT,GRADE,FLETCHER AVE,TEMPERANCE AVE,,,,,,
-86.147381282993976,39.670066708883063,6397,93967,STREET/STREET,BUILT/BUILT,GRADE,BRIDGE CROSSING PL,STONE CROSSING DR,,,,,,
-86.141644313465278,39.772349811867819,6398,94347,STREET/ALLEY,BUILT/BUILT,GRADE,ECONOMY ST,VERMONT ST,,,,,,
-86.120875461896986,39.732389689123934,6399,94612,STREET/ALLEY,BUILT/BUILT,GRADE,KEYSTONE AVE,ALLEY 2525 S,,,,,,
-86.118483671288004,39.731106396168691,6400,94615,STREET/ALLEY,BUILT/BUILT,GRADE,TEMPLE AVE,ALLEY 2575 S,,,,,,
-86.251439782557796,39.749997560844413,6401,94730,STREET/ALLEY,BUILT/BUILT,GRADE,MANHATTAN AVE,ALLEY 1225 S,,,,,,
-86.124578430247283,39.736040846281476,6402,94786,STREET/ALLEY,BUILT/BUILT,GRADE,KELLY ST,ALLEY 2050 E,,,,,,
-86.247084860473947,39.756217491790004,6403,95106,STREET/ALLEY,BUILT/BUILT,GRADE,DELMAR AVE,ALLEY 5175 W,,,,,,
-86.314021483740945,39.914997951577689,6404,50024,STREET/STREET,BUILT/BUILT,GRADE,LAFAYETTE RD,,,,,,,
-86.276994802325973,39.818907563222055,6405,79326,STREET/STREET,BUILT/BUILT,GRADE,MILL CREEK CIR,,,,,,,
-86.055312521014727,39.925216123946093,6406,55715,STREET/STREET,BUILT/BUILT,GRADE,BRIDGEWATER CIR,,,,,,,
-86.185147064234243,39.889228808783635,6407,52156,STREET/STREET,BUILT/BUILT,GRADE,MERGANSER DR,,,,,,,
-86.200218755655143,39.914905601545243,6408,53392,STREET/STREET,BUILT/BUILT,GRADE,RIPPLING WAY CT,,,,,,,
-86.192065825428188,39.918661600466812,6409,53916,STREET/STREET,BUILT/BUILT,GRADE,YELLOWWOOD CT,,,,,,,
-85.982751895338581,39.803811740776645,6410,69750,STREET/STREET,BUILT/BUILT,GRADE,DUNHAM CT W,,,,,,,
-86.12459689112724,39.811384417205389,6411,93604,STREET/STREET,BUILT/BUILT,GRADE,HILLSIDE AVE,,,,,,,
-86.125620043890578,39.811244436412345,6412,93600,STREET/STREET,BUILT/BUILT,GRADE,BALTIMORE AVE,,,,,,,
-86.005770697399726,39.895931099289086,6413,55763,STREET/STREET,BUILT/BUILT,GRADE,PRAIRIE VIEW DR,,,,,,,
-86.124187479354404,39.811386032247732,6414,93603,STREET/STREET,BUILT/BUILT,GRADE,HILLSIDE AVE,,,,,,,
-86.155348005237599,39.732845031664326,6415,89087,STREET/STREET,BUILT/BUILT,GRADE,PLEASANT RUN PKWY SDR,DELAWARE ST,,,,,,
-86.154130563313089,39.733443558851249,6416,89101,STREET/STREET,BUILT/BUILT,GRADE,PLEASANT RUN PKWY SDR,MADISON AVE,,,,,,
-86.155921762891438,39.732519782552465,6417,96634,STREET/ALLEY,BUILT/BUILT,GRADE,PLEASANT RUN PKWY SDR,ALLEY 125 E,,,,,,
-86.155908181480925,39.731471324555521,6419,96636,STREET/ALLEY,BUILT/BUILT,GRADE,HOEFGEN ST,ALLEY 125 E,,,,,,
-86.134430825526692,39.727577548645847,6420,96047,STREET/STREET,BUILT/BUILT,GRADE,GIMBER ST,BOYD AVE,UNNAMED,,,,,
-86.152567314684504,39.738296477368941,6422,96422,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2150 S,ALLEY 225 E,ALLEY 275 E,,,,,
-86.156473036573686,39.730654906123284,6423,96632,STREET/ALLEY,BUILT/BUILT,GRADE,PENNSYLVANIA ST,ALLEY 2550 S,,,,,,
-86.155912144143983,39.730666556198727,6424,96638,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2550 S,ALLEY 125 E,,,,,,
-86.155318226346282,39.730676711132894,6425,96639,STREET/ALLEY,BUILT/BUILT,GRADE,DELAWARE ST,ALLEY 2550 S,,,,,,
-86.155342817871059,39.73244903213989,6426,96640,STREET/ALLEY,BUILT/BUILT,GRADE,DELAWARE ST,ALLEY 2425 S,,,,,,
-86.154751130794679,39.732459411777839,6427,96641,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2425 S,ALLEY 175 E,,,,,,
-86.154738613200735,39.731491367624244,6428,96642,STREET/ALLEY,BUILT/BUILT,GRADE,HOEFGEN ST,ALLEY 175 E,,,,,,
-86.169239622272599,39.853279247423252,6429,80968,STREET/STREET,BUILT/BUILT,GRADE,SUNSET LN,,,,,,,
-86.244173295137315,39.860537181416205,6430,51619,STREET/STREET,BUILT/BUILT,GRADE,59TH ST,,,,,,,
-86.18722128789318,39.921717893425146,6431,52540,STREET/STREET,BUILT/BUILT,GRADE,RACQUET BALL WAY,,,,,,,
-86.296217180955495,39.807798963326832,6432,80065,STREET/STREET,BUILT/BUILT,GRADE,HORSE HILL EDR,,,,,,,
-85.961558764492096,39.854574418026495,6433,57087,STREET/STREET,BUILT/BUILT,GRADE,WINDING WOOD DR,,,,,,,
-86.260445534541574,39.833078212804246,6434,80285,STREET/STREET,BUILT/BUILT,GRADE,43RD ST,,,,,,,
-86.109159979210006,39.890828528321983,6435,55020,STREET/STREET,BUILT/BUILT,GRADE,HARBOUR ISLE,,,,,,,
-86.265364219681913,39.798510631343383,6436,78619,STREET/STREET,BUILT/BUILT,GRADE,CUNNINGHAM RD,,,,,,,
-85.963356375182997,39.854809375014135,6437,57394,STREET/STREET,BUILT/BUILT,GRADE,WINDING WOOD DR,,,,,,,
-86.113997302896635,39.909252750607337,6438,54347,STREET/STREET,BUILT/BUILT,GRADE,KEYSTONE CROSSING,,,,,,,
-86.056204646425954,39.692513407779288,6439,86059,STREET/STREET,BUILT/BUILT,GRADE,THOMPSON PARK BLVD,,,,,,,
-86.199980953359571,39.917564084850916,6440,53460,STREET/STREET,BUILT/BUILT,GRADE,BREWSTER RD,,,,,,,
-86.207759626709716,39.925827105053578,6441,53728,STREET/STREET,BUILT/BUILT,GRADE,CHASEWAY CT,,,,,,,
-86.251170444118131,39.872188948704263,6442,51009,STREET/STREET,BUILT/BUILT,GRADE,FRIENDSHIP CIR,,,,,,,
-86.170965951740186,39.888941106742045,6443,52676,STREET/STREET,BUILT/BUILT,GRADE,MERIDIAN HILLS CT,,,,,,,
-86.257904592914016,39.78217092757567,6444,78411,STREET/STREET,BUILT/BUILT,GRADE,WHITCOMB CT,,,,,,,
-86.155104215340671,39.874990904525959,6445,91506,STREET/STREET,BUILT/BUILT,GRADE,MERIDIAN PKWY,,,,,,,
-86.190370760377192,39.813242513486998,6446,75470,STREET/STREET,BUILT/BUILT,GRADE,RIVER VILLA WAY,,,,,,,
-86.326340530573972,39.634830029454875,6447,83049,STREET/STREET,BUILT/BUILT,GRADE,OGDEN DUNES RD,,,,,,,
-86.22490696999931,39.926251122726057,6448,52365,STREET/STREET,BUILT/BUILT,GRADE,96TH ST,,,,,,,
-85.993330577107315,39.79914939790131,6449,69423,STREET/STREET,BUILT/BUILT,GRADE,GATEWOOD CT,,,,,,,
-86.207023751592487,39.882918306134705,6450,53130,STREET/STREET,BUILT/BUILT,GRADE,BRIDGEWOOD CT,,,,,,,
-86.295848082475644,39.80817269807676,6451,79457,STREET/STREET,BUILT/BUILT,GRADE,EAGLE VALLEY PASS,,,,,,,
-86.201294779787574,39.866177170070678,6452,50801,STREET/STREET,BUILT/BUILT,GRADE,FOX HILL CT,,,,,,,
-86.290582553848438,39.768179372196443,6453,77594,STREET/STREET,BUILT/BUILT,GRADE,WELCOME WAY BLVD E,,,,,,,
-86.261013093560095,39.767954774180531,6454,77738,STREET/STREET,BUILT/BUILT,GRADE,PORT AU PRINCE,,,,,,,
-86.243396740305286,39.863140499828617,6455,50606,STREET/STREET,BUILT/BUILT,GRADE,GEORGETOWN RD,,,,,,,
-85.98417577994006,39.832852202309951,6456,57223,STREET/STREET,BUILT/BUILT,GRADE,ELMONT TERRACE,,,,,,,
-85.968361573785501,39.828311958452389,6457,57457,STREET/STREET,BUILT/BUILT,GRADE,CEDAR RIDGE RD,,,,,,,
-86.259940651047458,39.783933070091187,6458,78943,STREET/STREET,BUILT/BUILT,GRADE,MICKLEY AVE,,,,,,,
-86.152286937130853,39.70676167026059,6459,91064,STREET/STREET,BUILT/BUILT,GRADE,HANNA VILLAGE DR,,,,,,,
-86.13680324947579,39.882100945277443,6460,53358,STREET/STREET,BUILT/BUILT,GRADE,WESTFIELD CT,,,,,,,
-86.285721905801267,39.819218177293017,6461,79512,STREET/STREET,BUILT/BUILT,GRADE,BELUGA LN,,,,,,,
-86.035636618393056,39.751509132208056,6462,70402,STREET/STREET,BUILT/BUILT,GRADE,I-465 047 RAMP D,,,,,,,
-86.170781248902614,39.888141185949117,6463,53114,STREET/STREET,BUILT/BUILT,GRADE,MERIDIAN HILLS CT,,,,,,,
-86.296143452559306,39.776420466626533,6465,79013,STREET/STREET,BUILT/BUILT,GRADE,WESTMORE DR,,,,,,,
-86.217312566938944,39.920578846368358,6466,53087,STREET/STREET,BUILT/BUILT,GRADE,CLEMSON ST,,,,,,,
-85.960823289657341,39.855156306768357,6467,57533,STREET/STREET,BUILT/BUILT,GRADE,WINDING WOOD DR,,,,,,,
-86.143164621673563,39.925515367953082,6468,52394,STREET/STREET,BUILT/BUILT,GRADE,CARLYLE DR,,,,,,,
-86.208840423031603,39.776127191972598,6469,75606,STREET/STREET,BUILT/BUILT,GRADE,WALNUT ST,,,,,,,
-86.256289728147124,39.781591733027668,6470,78749,STREET/STREET,BUILT/BUILT,GRADE,WHITCOMB AVE,,,,,,,
-86.166532009374905,39.778065080436178,6471,74081,STREET/STREET,BUILT/BUILT,GRADE,CANAL CT NDR,,,,,,,
-86.206638135042269,39.919563417586296,6472,52805,STREET/STREET,BUILT/BUILT,GRADE,COLGATE ST,,,,,,,
-86.297651723938742,39.808821768335505,6473,79845,STREET/STREET,BUILT/BUILT,GRADE,EAGLE VALLEY PASS,,,,,,,
-86.183052561732424,39.922530686733182,6474,52286,STREET/STREET,BUILT/BUILT,GRADE,RACQUET CLUB DR,,,,,,,
-86.238607847704799,39.702627581866231,6475,83350,STREET/STREET,BUILT/BUILT,GRADE,ESTATE LN,,,,,,,
-86.183166871762865,39.8909362329007,6478,53602,STREET/STREET,BUILT/BUILT,GRADE,75TH CT,,,,,,,
-86.292080142701806,39.839555645815359,6479,51087,STREET/STREET,BUILT/BUILT,GRADE,CHARRINGTON CT,,,,,,,
-86.051937356494108,39.860439350810786,6480,58464,STREET/STREET,BUILT/BUILT,GRADE,SAN CLEMENTE DR,,,,,,,
-86.206226951162705,39.924650431232365,6481,53636,STREET/STREET,BUILT/BUILT,GRADE,FOX VALLEY PL,,,,,,,
-86.107604405879755,39.895950294583521,6482,54240,STREET/STREET,BUILT/BUILT,GRADE,HARBOUR ISLE,,,,,,,
-86.231721634318887,39.861330801167696,6483,51778,STREET/STREET,BUILT/BUILT,GRADE,GUION RD,,,,,,,
-86.252036668482575,39.797177682412034,6484,78456,STREET/STREET,BUILT/BUILT,GRADE,SUMTER ST,,,,,,,
-86.143471562085708,39.752148452380666,6485,73908,STREET/STREET,BUILT/BUILT,GRADE,PROSPECT ST,LEONARD ST,,,,,,
-86.161227904843471,39.780391937633631,6486,74699,STREET/ALLEY,BUILT/BUILT,GRADE,CAPITOL AVE,ALLEY 950 N,,,,,,
-86.184754218225834,39.64392885885853,6487,83868,STREET/STREET,BUILT/BUILT,GRADE,GALLANT FOX DR,CHATEAUGAY DR,,,,,,
-86.207452242007932,39.861759941014959,6488,51013,STREET/STREET,BUILT/BUILT,GRADE,ESTATE AVE,60TH ST,,,,,,
-86.123413753638374,39.739503270950117,6489,92413,STREET/ALLEY,BUILT/BUILT,GRADE,ST PAUL ST,ALLEY 2050 S,,,,,,
-85.97759140866674,39.767027352684984,6490,69848,STREET/STREET,BUILT/BUILT,GRADE,PALMYRA DR,STILLCREEK DR,,,,,,
-86.209670148674036,39.793347816363301,6491,75224,STREET/STREET,BUILT/BUILT,GRADE,MEDFORD AVE,20TH ST,,,,,,
-86.163074556811878,39.796110880233286,6492,76727,STREET/STREET,BUILT/BUILT,GRADE,MC LEAN PL,BOULEVARD PL,,,,,,
-86.046111572722694,39.843163068604071,6493,58475,STREET/STREET,BUILT/BUILT,GRADE,SHADELAND AVE,48TH ST,,,,,,
-86.111160621599439,39.865521441469802,6494,82095,STREET/STREET,BUILT/BUILT,GRADE,DEARBORN ST,61ST ST,,,,,,
