X,Y,OBJECTID,INTERSECTION_TAG,TYPE1,TYPE2,TYPE3,STREET1,STREET2,STREET3,STREET4,STREET5,STREET6,STREET7,STREET8
-86.149733045225091,39.820552468620583,32262,80560,STREET/STREET,BUILT/BUILT,GRADE,CENTRAL AVE,CENTRAL CT N,,,,,,
-86.065001000073025,39.839514842004249,32263,58507,STREET/STREET,BUILT/BUILT,GRADE,ARLINGTON AVE,ARLINGTON CT,,,,,,
-86.262595433538522,39.880465273070548,32264,50300,STREET/STREET,BUILT/BUILT,GRADE,DIANA DR,ECHO LN,,,,,,
-85.950156198385088,39.873803400991051,32265,56371,STREET/STREET,BUILT/BUILT,GRADE,BEARSDALE DR,BLAKEVIEW DR,,,,,,
-86.121881929214467,39.734328337457413,32266,87656,STREET/STREET,BUILT/BUILT,GRADE,BRADBURY AVE,ST PETER ST,,,,,,
-86.058061368460884,39.924244934824777,32267,55196,STREET/STREET,BUILT/BUILT,GRADE,BEHNER CROSSING,BEHNER WAY,,,,,,
-86.261924076986148,39.778548921397842,32268,79205,STREET/STREET,BUILT/BUILT,GRADE,AUBURN HILL DR,PONTIAC DR,,,,,,
-86.288157584830927,39.844807549541208,32269,50840,STREET/STREET,BUILT/BUILT,GRADE,COPPERMILL CT,COPPERMILL CIR,,,,,,
-86.279450118641009,39.770691258992954,32270,77661,STREET/STREET,BUILT/BUILT,GRADE,BAUMAN ST,UNNAMED,,,,,,
-86.182583229733154,39.803667139092816,32272,76904,STREET/STREET,BUILT/BUILT,GRADE,BURTON AVE,26TH ST,,,,,,
-86.190780168487123,39.898166778355119,32273,53398,STREET/STREET,BUILT/BUILT,GRADE,BARON FIELD DR,BARON FIELD CT,,,,,,
-86.015041450107603,39.918035999654805,32274,56180,STREET/STREET,BUILT/BUILT,GRADE,MATCHLOCK CT,POWDERHORN LN,,,,,,
-85.962597200924236,39.903674479069849,32275,55594,STREET/STREET,BUILT/BUILT,GRADE,STRATHDON PL,SHORERIDGE TERRACE,,,,,,
-85.948750824581836,39.909357612947034,32276,55230,STREET/STREET,BUILT/BUILT,GRADE,ADMIRALS COVE,ADMIRALS LANDING BLVD,,,,,,
-85.979748487774543,39.88889357000177,32277,55192,STREET/STREET,BUILT/BUILT,GRADE,RIVER BIRCH LN,ELM RIDGE DR,,,,,,
-86.064184509825282,39.890656233819243,32278,56306,STREET/STREET,BUILT/BUILT,GRADE,CAMELBACK DR,75TH ST,,,,,,
-86.176095296783544,39.872156118551636,32279,52593,STREET/STREET,BUILT/BUILT,GRADE,PARK CENTRAL DR,PARK CENTRAL DR S,,,,,,
-86.192055453799838,39.893301004882382,32280,53213,STREET/STREET,BUILT/BUILT,GRADE,76TH PL,WOODSIDE DR,,,,,,
-86.210914891222657,39.877193124583144,32281,53459,STREET/STREET,BUILT/BUILT,GRADE,AHERN CT,AMICK WAY,,,,,,
-86.235777389912229,39.885579152640034,32282,52144,STREET/STREET,BUILT/BUILT,GRADE,BARHARBOR CT,AUTUMN CREST CT,,,,,,
-86.257264165420793,39.859016233195362,32283,50538,STREET/STREET,BUILT/BUILT,GRADE,ANNAPOLIS DR,LIBERTY CREEK DR E,,,,,,
-86.296458320189259,39.846376664635557,32284,50969,STREET/STREET,BUILT/BUILT,GRADE,RUTHERGLEN WAY,KATHCART WAY,,,,,,
-85.990545478929874,39.796940843214081,32285,69581,STREET/STREET,BUILT/BUILT,GRADE,21ST ST,MITTHOEFER RD,,,,,,
-86.15657581534748,39.797342077549864,32286,90781,STREET/ALLEY,BUILT/BUILT,GRADE,SCIOTO ST,22ND ST,,,,,,
-86.222283942232707,39.784008460518912,32288,78574,STREET/STREET,BUILT/BUILT,GRADE,SOMERSET AVE,12TH ST,,,,,,
-86.17022215782103,39.637255728428123,32289,84424,STREET/STREET,BUILT/BUILT,GRADE,ROYAL MEADOW DR,MEADOWRIDGE TRAIL,,,,,,
-86.140771470931398,39.763405058433264,32290,73576,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 225 S,ALLEY 1000 E,,,,,,
-86.251215257424406,39.857589521979634,32291,50907,STREET/STREET,BUILT/BUILT,GRADE,WINTERBERRY CIR,WINTERBERRY DR,,,,,,
-85.995598841681684,39.855333124810095,32292,92089,STREET/STREET,BUILT/BUILT,GRADE,56TH ST,LA PINTA DR,,,,,,
-86.1332094992934,39.719308233491866,32293,88663,STREET/STREET,BUILT/BUILT,GRADE,TEAKWOOD DR,CARSON AVE,,,,,,
-86.072583841688001,39.785242907751581,32294,70912,STREET/STREET,BUILT/BUILT,GRADE,LAYMAN AVE,13TH ST,,,,,,
-86.067036462695796,39.77807971975426,32295,70152,STREET/STREET,BUILT/BUILT,GRADE,ST CLAIR ST,BOLTON AVE,,,,,,
-86.107856267321495,39.799548503984035,32296,71773,STREET/STREET,BUILT/BUILT,GRADE,STUART ST,ROOSEVELT AVE,,,,,,
-86.139836685518389,39.788507876472899,32297,76759,STREET/STREET,BUILT/BUILT,GRADE,LEWIS ST,16TH ST,,,,,,
-86.085914940165665,39.770024405206271,32298,72643,STREET/STREET,BUILT/BUILT,GRADE,RILEY AVE,WASHINGTON ST,,,,,,
-86.135871859426047,39.759217680552688,32299,72894,STREET/ALLEY,BUILT/BUILT,GRADE,LAUREL ST,ALLEY 550 S,,,,,,
-86.250895595573766,39.820545228405045,32301,80303,STREET/STREET,BUILT/BUILT,GRADE,36TH CT,36TH ST,,,,,,
-85.951498011302945,39.877191699117937,32302,56271,STREET/STREET,BUILT/BUILT,GRADE,PARADISE CT,PENDLETON PIKE,,,,,,
-86.099403631471503,39.911119781031438,32303,55001,STREET/STREET,BUILT/BUILT,GRADE,CLEARWATER LN,CLAIRE DR,,,,,,
-86.017584826698027,39.82951042853712,32304,57782,STREET/STREET,BUILT/BUILT,GRADE,RICHELIEU RD,MARSEILLE RD,,,,,,
-86.033361353789687,39.741164874869504,32305,86608,STREET/STREET,BUILT/BUILT,GRADE,COLDWATER CIR,WINDY HILL WAY,,,,,,
-86.161417386425356,39.810131795430827,32306,76906,STREET/STREET,BUILT/BUILT,GRADE,CAPITOL AVE,30TH ST,,,,,,
-86.038904390699955,39.869381685226593,32307,56537,STREET/STREET,BUILT/BUILT,GRADE,SHAFTER RD,FALL CREEK RD,FALL CREEK RD N,,,,,
-86.089814301141018,39.727186091640505,32308,86936,STREET/STREET,BUILT/BUILT,GRADE,CLEVELAND ST,07TH AVE,,,,,,
-86.316956667606263,39.732791822282323,32309,82795,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2375 S,ALLEY 8825 W,,,,,,
-86.195948051876158,39.841973183695615,32310,51136,STREET/STREET,BUILT/BUILT,GRADE,ORLANDO ST,BONNIE BRAE ST,,,,,,
-86.154279481812836,39.808292627711118,32311,77248,STREET/STREET,BUILT/BUILT,GRADE,29TH ST,TALBOTT ST,,,,,,
-86.101163504636972,39.84027971266881,32312,81420,STREET/STREET,BUILT/BUILT,GRADE,MILLERSVILLE RD,46TH ST,,,,,,
-86.147308305195665,39.76756076925524,32313,73208,STREET/STREET,BUILT/BUILT,GRADE,PARK AVE,COURT ST,,,,,,
-86.166610839889088,39.77922614857345,32314,74290,STREET/STREET,BUILT/BUILT,GRADE,FAYETTE ST,UNKNOWN,GARDENBROOK CIR,,,,,
-86.073858078901495,39.795497406109881,32315,70147,STREET/STREET,BUILT/BUILT,GRADE,20TH PL,RITTER AVE,,,,,,
-86.12633352704394,39.807073696243769,32316,76984,STREET/STREET,BUILT/BUILT,GRADE,28TH ST,BALTIMORE AVE,,,,,,
-86.021925584401629,39.65892210462399,32317,92096,STREET/STREET,BUILT/BUILT,GRADE,HARTINGTON WAY,HARTINGTON PL,,,,,,
-86.083383670155882,39.802267479741133,32318,71283,STREET/STREET,BUILT/BUILT,GRADE,I-70 087 RAMP E,EMERSON AVE,,,,,,
-86.128156460689198,39.860442352121112,32319,82206,STREET/STREET,BUILT/BUILT,GRADE,CRITTENDEN AVE,NORTHGATE ST,,,,,,
-86.162922651667216,39.83841668336467,32320,80910,STREET/STREET,BUILT/BUILT,GRADE,GRACELAND AVE,BUCKINGHAM DR,,,,,,
-86.131471963364788,39.657588725690317,32321,85565,STREET/STREET,BUILT/BUILT,GRADE,ORINOCO AVE,STOP 10 RD,,,,,,
-86.091652059519873,39.796191603746131,32322,71256,STREET/STREET,BUILT/BUILT,GRADE,21ST ST,DREXEL AVE,,,,,,
-86.068808767070621,39.699203043133998,32323,87054,STREET/STREET,BUILT/BUILT,GRADE,HILL RISE DR,CANDY SPOTS DR,,,,,,
-86.250333764175494,39.765186913405465,32324,77619,STREET/STREET,BUILT/BUILT,GRADE,LYNHURST DR,ROCKVILLE RD,,,,,,
-86.28995135536681,39.852496566867359,32326,51786,STREET/STREET,BUILT/BUILT,GRADE,REED RD,56TH ST,,,,,,
-86.009667740943669,39.837217039659095,32327,57724,STREET/STREET,BUILT/BUILT,GRADE,BOURBON ST,MAGNOLIA LN,,,,,,
-86.16136907652286,39.806579651878501,32328,77146,STREET/STREET,BUILT/BUILT,GRADE,28TH ST,CAPITOL AVE,,,,,,
-86.015001549511894,39.919156510084569,32329,55911,STREET/STREET,BUILT/BUILT,GRADE,POWDERHORN CT,POWDERHORN LN,,,,,,
-86.153116372395232,39.80659984798114,32330,77170,STREET/STREET,BUILT/BUILT,GRADE,28TH ST,DELAWARE ST,,,,,,
-85.960009722448362,39.798133916902898,32331,90447,STREET/STREET,BUILT/BUILT,GRADE,MAPLE RUN CT,ROSSWOOD BLVD,,,,,,
-86.14393339198952,39.686366668132308,32332,84592,STREET/STREET,BUILT/BUILT,GRADE,CAMDEN ST,EPLER AVE,,,,,,
-86.139630126040458,39.728755895937176,32333,88601,STREET/STREET,BUILT/BUILT,GRADE,WILLOW DR,SHELBY ST,,,,,,
-86.247195090726308,39.786153327959234,32334,79300,STREET/STREET,BUILT/BUILT,GRADE,WINTON AVE,15TH ST,,,,,,
-86.170461648716199,39.785959486582186,32335,76047,STREET/STREET,BUILT/BUILT,GRADE,LYNN DR W,RANSOM ST,,,,,,
-86.181940878293801,39.795477322822585,32336,76236,STREET/STREET,BUILT/BUILT,GRADE,REMBRANDT ST,21ST ST,,,,,,
-85.970966143799615,39.660169950466504,32337,86355,STREET/STREET,BUILT/BUILT,GRADE,SOUTHPORT RD,ACTON RD,,,,,,
-86.236237356136229,39.753728225610907,32338,78314,STREET/ALLEY,BUILT/BUILT,GRADE,RAY ST,ALLEY 4350 W,,,,,,
-86.12638907499219,39.720798996481477,32339,88018,STREET/STREET,BUILT/BUILT,GRADE,PERRY ST,DAWSON ST,,,,,,
-86.142860877092588,39.85605465837989,32340,81275,STREET/STREET,BUILT/BUILT,GRADE,GUILFORD AVE,NORTHVIEW AVE,,,,,,
-86.158912328375138,39.730742009183658,32341,89118,STREET/STREET,BUILT/BUILT,GRADE,PLEASANT RUN PKWY SDR,MERIDIAN ST,,,,,,
-86.261228724974302,39.751314755028602,32342,77597,STREET/STREET,BUILT/BUILT,GRADE,SUNRISE TRAIL,SUNCREST CIR EDR,,,,,,
-86.307031698689073,39.909873511462465,32343,50117,STREET/STREET,BUILT/BUILT,GRADE,WALDEN TRACE DR,86TH ST,,,,,,
-86.150450778888569,39.679973931384382,32345,83911,STREET/STREET,BUILT/BUILT,GRADE,BRUNSWICK AVE,RANSDELL ST,,,,,,
-86.218073626214832,39.901969390418337,32346,89905,STREET/STREET,BUILT/BUILT,GRADE,ASHGROVE DR,MICHIGAN RD,,,,,,
-86.095822675305769,39.720980951474843,32347,87982,STREET/STREET,BUILT/BUILT,GRADE,12TH AVE,SOUTHEAST PKWY,,,,,,
-86.137792453303362,39.77943857762471,32348,94508,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 1175 E,ALLEY 925 N,,,,,,
-86.137184036168506,39.779443889716092,32349,94509,STREET/ALLEY,BUILT/BUILT,GRADE,HIGHLAND AVE,ALLEY 925 N,,,,,,
-86.138085992507513,39.778907530538916,32350,94510,STREET/ALLEY,BUILT/BUILT,GRADE,09TH ST,ALLEY 1150 E,,,,,,
-86.136282053388328,39.779451752968001,32351,94513,ALLEY/ALLEY,BUILT/BUILT,GRADE,BELL ST,ALLEY 925 N,,,,,,
-86.135369921600315,39.779459703477677,32352,94516,STREET/ALLEY,BUILT/BUILT,GRADE,ORIENTAL ST,ALLEY 925 N,,,,,,
-86.138987915533704,39.778335194641578,32353,94517,STREET/ALLEY,BUILT/BUILT,GRADE,DORMAN ST,FOWLER ST,,,,,,
-86.135366926165702,39.778365178497182,32354,94524,STREET/ALLEY,BUILT/BUILT,GRADE,FOWLER ST,ORIENTAL ST,,,,,,
-86.190411082560288,39.801440596512727,32355,94525,STREET/ALLEY,BUILT/BUILT,GRADE,EDGEMONT AVE,ALLEY 1575 W,,,,,,
-86.188205485879635,39.800888427495579,32356,94528,STREET/ALLEY,BUILT/BUILT,GRADE,BURDSAL PKWY,ALLEY 1425 W,,,,,,
-86.190425240108539,39.802452585450332,32357,94532,STREET/ALLEY,BUILT/BUILT,GRADE,25TH ST,ALLEY 1575 W,,,,,,
-86.188251291664642,39.803481948952296,32358,94534,STREET/ALLEY,BUILT/BUILT,GRADE,26TH ST,ALLEY 1425 W,,,,,,
-86.188234991429269,39.802977795285408,32359,94535,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2550 N,ALLEY 1425 W,,,,,,
-86.188267612308877,39.803988966313959,32360,94540,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2625 N,ALLEY 1425 W,,,,,,
-86.190463741601263,39.804475244848547,32361,94542,STREET/ALLEY,BUILT/BUILT,GRADE,ROACHE ST,ALLEY 1575 W,,,,,,
-86.189362016067776,39.803979908812757,32362,94543,STREET/ALLEY,BUILT/BUILT,GRADE,KOEHNE ST,ALLEY 2625 N,,,,,,
-86.101929715866561,39.749048130514055,32363,87475,STREET/STREET,BUILT/BUILT,GRADE,SHERMAN DR,TERRACE AVE,,,,,,
-86.192695885766867,39.801161958211573,32364,92991,STREET/STREET,BUILT/BUILT,GRADE,UNNAMED,,,,,,,
-86.054082577263202,39.660773349394759,32365,84973,STREET/STREET,BUILT/BUILT,GRADE,SOUTHERN LAKES DR N,COMBS RD,,,,,,
-86.081059493213971,39.887102091289051,32366,54499,STREET/STREET,BUILT/BUILT,GRADE,ROSEMARY DR,STEINMEIER DR,,,,,,
-86.210196299960131,39.82433718285224,32367,79900,STREET/STREET,BUILT/BUILT,GRADE,38TH ST 005 RAMP H,38TH ST,,,,,,
-86.090973260324802,39.721676147804224,32368,87148,STREET/STREET,BUILT/BUILT,GRADE,08TH AVE,MAIN ST,,,,,,
-86.159274025881203,39.833954168923334,32369,80407,STREET/STREET,BUILT/BUILT,GRADE,43RD ST,ILLINOIS ST,,,,,,
-86.141641958110029,39.842854641069451,32370,80930,STREET/STREET,BUILT/BUILT,GRADE,WINTHROP AVE,49TH ST,,,,,,
-86.16496982336183,39.803880927383361,32371,77102,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2575 N,ALLEY 375 W,,,,,,
-86.085945481578662,39.90007317829307,32372,54195,STREET/STREET,BUILT/BUILT,GRADE,BEAUMONT WAY SDR,BEAUMONT GREEN WDR,,,,,,
-85.965290549284745,39.824942458057926,32373,57205,STREET/STREET,BUILT/BUILT,GRADE,CHOKECHERRY LN,WITCH HAZEL DR,,,,,,
-86.174508118941091,39.652148302863203,32374,83600,STREET/STREET,BUILT/BUILT,GRADE,BREVARD DR,WEDGEFIELD DR,,,,,,
-86.083781304478592,39.831232593852526,32375,58702,STREET/STREET,BUILT/BUILT,GRADE,41ST ST,EMERSON AVE,,,,,,
-86.130661454071117,39.794165275948252,32376,75894,STREET/STREET,BUILT/BUILT,GRADE,RALSTON AVE,20TH ST,,,,,,
-86.24503958505197,39.695969996469834,32377,82918,STREET/STREET,BUILT/BUILT,GRADE,RED HORIZON BLVD,,,,,,,
-85.973202747721629,39.799712919547382,32378,69555,STREET/STREET,BUILT/BUILT,GRADE,GOLDEN HARVEST WAY,GOLDEN HARVEST PL,,,,,,
-86.168300314959751,39.730972931267871,32379,89132,STREET/ALLEY,BUILT/BUILT,GRADE,ALLEY 2525 S,BLUFF RD,WEST ST,,,,,
-86.186877086023145,39.795438100915987,32380,75804,STREET/ALLEY,BUILT/BUILT,GRADE,21ST ST,ALLEY 1375 W,,,,,,
-86.228674445739429,39.81098328621254,32381,79583,STREET/STREET,BUILT/BUILT,GRADE,PATRICIA ST,EVELYN ST,,,,,,
-86.26706853530581,39.793418360289692,32382,90426,STREET/STREET,BUILT/BUILT,GRADE,BAYWIND PL,RUNAWAY BAY LN,,,,,,
-86.142017505243302,39.728199992399645,32383,88088,STREET/STREET,BUILT/BUILT,GRADE,MANKER ST,NELSON AVE,,,,,,
-85.98760981798452,39.919265088469103,32384,56451,STREET/STREET,BUILT/BUILT,GRADE,SEABREEZE CT,SEABREEZE WAY,,,,,,
-86.157611082674023,39.742297102506832,32385,88683,STREET/ALLEY,BUILT/BUILT,GRADE,ADLER ST,ALLEY 50 E,,,,,,
-86.163158232788774,39.794220979362748,32386,76132,STREET/STREET,BUILT/BUILT,GRADE,I-65 115 RAMP A,SENATE BLVD,,,,,,
-86.18316243396194,39.90836763556451,32387,53607,STREET/STREET,BUILT/BUILT,GRADE,HOOVER LN,STAFFORD LN,,,,,,
-86.182812722358648,39.809145602139147,32388,77488,STREET/STREET,BUILT/BUILT,GRADE,BARNES AVE,EUGENE ST,,,,,,
-86.278835575260771,39.870096901287653,32389,50821,STREET/STREET,BUILT/BUILT,GRADE,CAMARILLO CT,SHANGHAI RD,,,,,,
-85.972018565559694,39.76536825551689,32390,90898,STREET/STREET,BUILT/BUILT,GRADE,MIDDLEBROOK LN,SPRING GREEN PL,,,,,,
-86.071569854863284,39.694224663281418,32391,86055,STREET/STREET,BUILT/BUILT,GRADE,ENSENADA AVE,PAPPAS DR,,,,,,
-86.032253180766631,39.902897733610537,32392,56487,STREET/STREET,BUILT/BUILT,GRADE,POCKET HOLLOW CT,STONEBRANCH SDR,,,,,,
-86.089561839280819,39.778943147423909,32393,72769,STREET/STREET,BUILT/BUILT,GRADE,09TH ST,CARLYLE PL,,,,,,
-86.159436073060476,39.785299385086404,32394,76568,STREET/ALLEY,BUILT/BUILT,GRADE,CORA ST,ILLINOIS ST,,,,,,
-86.106438193949032,39.781868510266136,32395,72636,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 3525 E,ALLEY 1050 N,,,,,,
-86.080020789452931,39.872665024434966,32396,54506,STREET/STREET,BUILT/BUILT,GRADE,64TH ST,RUCKER RD,,,,,,
-86.239488046673216,39.845945287897941,32397,51258,STREET/STREET,BUILT/BUILT,GRADE,52ND ST,MASON DR,,,,,,
-86.308147150272148,39.640634819110538,32398,90493,STREET/STREET,BUILT/BUILT,GRADE,ASH GROVE DR,WHEATFIELD DR,,,,,,
-86.224699427911844,39.789482977503866,32399,78680,STREET/STREET,BUILT/BUILT,GRADE,17TH ST,LUETT AVE,,,,,,
-86.132681066420972,39.799506736515049,32400,76414,STREET/ALLEY,BUILT/BUILT,GRADE,23RD ST,ALLEY 1575 E,,,,,,
-86.13498616707902,39.925113587853872,32401,54118,STREET/STREET,BUILT/BUILT,GRADE,COMPTON CT,COMPTON ST,,,,,,
-86.273237453651689,39.74998796796298,32402,77871,STREET/STREET,BUILT/BUILT,GRADE,HEATHERWOOD DR,MORRIS ST,,,,,,
-86.070931805726573,39.712605906543459,32403,87051,STREET/STREET,BUILT/BUILT,GRADE,GROVE TREE LN,GROVE TREE CT,,,,,,
-86.22743851696724,39.719683493329875,32404,89656,STREET/STREET,BUILT/BUILT,GRADE,LOCKBURN ST,KENTUCKY AVE,,,,,,
-86.285566890662594,39.833098304102379,32405,79356,STREET/STREET,BUILT/BUILT,GRADE,GRAMPIAN WAY,BRAEMAR DR,,,,,,
-86.180483726522283,39.812067057783651,32406,77306,STREET/STREET,BUILT/BUILT,GRADE,CONGRESS AVE,CLIFTON ST,,,,,,
-86.218586840463928,39.853550895019275,32407,50921,STREET/STREET,BUILT/BUILT,GRADE,ALTON AVE,56TH ST,,,,,,
-86.127527869126084,39.791576085893034,32408,76571,STREET/STREET,BUILT/BUILT,GRADE,VALLEY AVE,ROOSEVELT AVE,,,,,,
-86.126802312114734,39.792153681142821,32409,76117,STREET/STREET,BUILT/BUILT,GRADE,VALLEY AVE,ROOSEVELT AVE,,,,,,
-86.051494452904848,39.89865910408836,32410,55793,STREET/STREET,BUILT/BUILT,GRADE,I-465 037 RAMP M,I-465 037 RAMP D,,,,,,
-86.059196652326364,39.884329668291542,32411,56460,STREET/STREET,BUILT/BUILT,GRADE,FULHAM DR,WOBURN DR,ALDGATE LN,,,,,
-86.255945097918143,39.813271764040891,32412,79399,STREET/STREET,BUILT/BUILT,GRADE,32ND ST,MOLLER RD,,,,,,
-85.964058026493817,39.87023351547473,32413,55467,STREET/STREET,BUILT/BUILT,GRADE,RAINTREE LN,INDIAN CREEK RD,,,,,,
-86.082469047101654,39.867999346054681,32414,58704,STREET/STREET,BUILT/BUILT,GRADE,LINTON LN,EMERSON AVE,,,,,,
-86.124455781583279,39.902211539024343,32415,54758,STREET/STREET,BUILT/BUILT,GRADE,VAN NESS PL,JOHN MUIR DR,,,,,,
-86.052188408147344,39.840374382334524,32416,58432,STREET/STREET,BUILT/BUILT,GRADE,BROOKHAVEN DR,46TH ST,,,,,,
-86.287129096232221,39.844825290996759,32417,51063,STREET/STREET,BUILT/BUILT,GRADE,MILLWRIGHT CT,COPPERMILL CT,,,,,,
-86.03022835083317,39.647978587500695,32418,86367,STREET/STREET,BUILT/BUILT,GRADE,BENTLEY COMMONS DR,MATHEWS RD,,,,,,
-86.288275331262156,39.830825371547142,32419,80241,STREET/STREET,BUILT/BUILT,GRADE,EAGLE LAKE DR,EAGLE BAY WDR,EAGLE BAY SDR,,,,,
-86.032628850392385,39.735970384679057,32420,86629,STREET/STREET,BUILT/BUILT,GRADE,WILLOWVIEW DR,COLE WOOD BLVD,,,,,,
-85.981722307994161,39.891005611727756,32421,55696,STREET/STREET,BUILT/BUILT,GRADE,RAINBOW LN,75TH ST,,,,,,
-86.308784884431375,39.911512818254387,32422,50253,STREET/STREET,BUILT/BUILT,GRADE,GLENWILLOW LN,,,,,,,
-86.179640855085765,39.923800806843175,32424,51799,STREET/STREET,BUILT/BUILT,GRADE,RACQUET CLUB SDR,,,,,,,
-86.262309154889707,39.836168184693769,32425,51052,STREET/STREET,BUILT/BUILT,GRADE,RENN LN,,,,,,,
-86.090167147224108,39.896611980909498,32426,54901,STREET/STREET,BUILT/BUILT,GRADE,RIDGELAND DR,,,,,,,
-86.297320094987285,39.839702842735811,32427,50735,STREET/STREET,BUILT/BUILT,GRADE,PENNINGTON CT,,,,,,,
-86.279488292037925,39.803431179478757,32428,79022,STREET/STREET,BUILT/BUILT,GRADE,WATERFRONT PKWY EDR,,,,,,,
-86.278241282078469,39.804413093995869,32429,78570,STREET/STREET,BUILT/BUILT,GRADE,WATERFRONT PKWY EDR,,,,,,,
-86.065493979908609,39.681515652894632,32430,90961,STREET/STREET,BUILT/BUILT,GRADE,QUAIL RUN DR,,,,,,,
-86.300576211909245,39.813312346536598,32431,91949,STREET/STREET,BUILT/BUILT,GRADE,ISLAND CLUB DR,,,,,,,
-86.116270416456729,39.640457969728317,32432,85092,STREET/STREET,BUILT/BUILT,GRADE,MADISON AVE,,,,,,,
-86.163064515619368,39.903192821872487,32433,52616,STREET/STREET,BUILT/BUILT,GRADE,CLAFFEY DR,,,,,,,
-86.070328996973416,39.8775491883763,32434,55071,STREET/STREET,BUILT/BUILT,GRADE,WYCKFIELD WAY,,,,,,,
-86.021684776876668,39.799027577792636,32435,70655,STREET/STREET,BUILT/BUILT,GRADE,BRAEBURN NDR,,,,,,,
-86.151136728475535,39.7778425456139,32436,91726,STREET/STREET,BUILT/BUILT,GRADE,ST CLAIR ST,,,,,,,
-86.249851673708307,39.856260463163593,32437,51583,STREET/STREET,BUILT/BUILT,GRADE,PIN OAK DR,,,,,,,
-86.254536808065566,39.834248336078502,32438,92556,STREET/STREET,BUILT/BUILT,GRADE,FALCON CREEK BLVD,,,,,,,
-86.287659486156258,39.836891963772118,32439,50737,STREET/STREET,BUILT/BUILT,GRADE,VILLAGE CT,,,,,,,
-86.200415904784535,39.915706411080592,32440,93348,STREET/STREET,BUILT/BUILT,GRADE,THE SPRINGS DR,RIVER WILLOW PL,,,,,,
-86.038582241786813,39.911317000983225,32441,55935,STREET/STREET,BUILT/BUILT,GRADE,WHIPPORWILL PL,,,,,,,
-86.004879506690671,39.834620021688835,32442,57918,STREET/STREET,BUILT/BUILT,GRADE,WITTFIELD ST,,,,,,,
-86.133577252670037,39.641695657137269,32443,85461,STREET/STREET,BUILT/BUILT,GRADE,RED OAK CT,,,,,,,
-86.119708120887225,39.647978378421797,32444,84768,STREET/STREET,BUILT/BUILT,GRADE,APPLETON DR,,,,,,,
-86.193628307647074,39.661256070158352,32445,92697,STREET/STREET,BUILT/BUILT,GRADE,WINSLET BLVD,,,,,,,
-86.12042550700761,39.8728596986073,32446,54640,STREET/STREET,BUILT/BUILT,GRADE,TACOMA CIR,,,,,,,
-86.053954467729042,39.924637535254746,32447,55732,STREET/STREET,BUILT/BUILT,GRADE,WIMBLEDON CT,,,,,,,
-86.157927165502628,39.918736732574828,32448,91256,STREET/STREET,BUILT/BUILT,GRADE,MERIDIAN ST,,,,,,,
-86.069648288538019,39.682831549240831,32449,85881,STREET/STREET,BUILT/BUILT,GRADE,BLUESPRUCE DR,,,,,,,
-86.043510687185673,39.872755135879245,32450,56586,STREET/STREET,BUILT/BUILT,GRADE,KINGSWOOD CT,,,,,,,
-86.237157524491622,39.893168935913231,32451,53454,STREET/STREET,BUILT/BUILT,GRADE,SANTA BARBARA DR,,,,,,,
-86.144332958157676,39.751590639434191,32452,73025,STREET/STREET,BUILT/BUILT,GRADE,PROSPECT ST,,,,,,,
-86.203841065101514,39.916060673582521,32453,53277,STREET/STREET,BUILT/BUILT,GRADE,NORTH WILLOW WAY,,,,,,,
-86.135522378764904,39.837050947635092,32454,91526,STREET/STREET,BUILT/BUILT,GRADE,MARCY LN,,,,,,,
-86.127013030953037,39.896144774151431,32455,54630,STREET/STREET,BUILT/BUILT,GRADE,MYSTIC BAY CT,,,,,,,
-86.290868584033376,39.770979990141917,32456,77714,STREET/STREET,BUILT/BUILT,GRADE,CHAPEL VILLAS DR,,,,,,,
-86.297377613327015,39.808195154183331,32457,79706,STREET/STREET,BUILT/BUILT,GRADE,HORSE HILL WDR,,,,,,,
-85.987525175998996,39.832611711270879,32458,57263,STREET/STREET,BUILT/BUILT,GRADE,SHADY OAK DR,,,,,,,
-86.209698755555394,39.926072843867594,32459,53677,STREET/STREET,BUILT/BUILT,GRADE,LAKESHIRE LN,,,,,,,
-86.205744616422308,39.925017006347872,32460,53100,STREET/STREET,BUILT/BUILT,GRADE,FOX VALLEY PL,,,,,,,
-86.068769932417965,39.808844387455466,32461,89998,STREET/STREET,BUILT/BUILT,GRADE,PRISCILLA AVE,,,,,,,
-86.208157830568894,39.925882709982126,32462,53303,STREET/STREET,BUILT/BUILT,GRADE,CHASEWAY CT,,,,,,,
-86.053830347792598,39.927023762771384,32463,55688,STREET/STREET,BUILT/BUILT,GRADE,96TH ST,,,,,,,
-86.238286245589492,39.850419311185838,32464,51257,STREET/STREET,BUILT/BUILT,GRADE,KELVINGTON DR,,,,,,,
-86.00098003786816,39.860915491347974,32465,56954,STREET/STREET,BUILT/BUILT,GRADE,LEE RD,,,,,,,
-86.216821523539963,39.822807178576348,32467,79374,STREET/STREET,BUILT/BUILT,GRADE,SHERBURNE CIR,,,,,,,
